year,school_name_x,school_name_y,ptr,neighborhood,zip_code
2020,MOTT HAVEN COMMUNITY HIGH SCHOOL,Mott Haven Community High School,10.8,Hunts Point - Mott Haven,10455
2022,MOTT HAVEN COMMUNITY HIGH SCHOOL,Mott Haven Community High School,10.6,Hunts Point - Mott Haven,10455
2019,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,Mott Haven Village Preparatory High School,10.8,Hunts Point - Mott Haven,10455
2020,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,Mott Haven Village Preparatory High School,10.9,Hunts Point - Mott Haven,10455
2022,MOTT HAVEN VILLAGE PREPARATORY HIGH SCHOOL,Mott Haven Village Preparatory High School,10.6,Hunts Point - Mott Haven,10455
2019,MS 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,The Laboratory School of Finance and Technology,11.8,Hunts Point - Mott Haven,10454
2020,MS 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,The Laboratory School of Finance and Technology,13.8,Hunts Point - Mott Haven,10454
2022,MS 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,The Laboratory School of Finance and Technology,14.2,Hunts Point - Mott Haven,10454
2019,MULTICULTURAL HIGH SCHOOL,Multicultural High School,12.2,East New York,11208
2020,MULTICULTURAL HIGH SCHOOL,Multicultural High School,13.1,East New York,11208
2022,MULTICULTURAL HIGH SCHOOL,Multicultural High School,14.1,East New York,11208
2019,MURRAY HILL ACADEMY,Murray Hill Academy,11.9,Gramercy Park - Murray Hill,10016
2020,MURRAY HILL ACADEMY,Murray Hill Academy,10.4,Gramercy Park - Murray Hill,10016
2022,MURRAY HILL ACADEMY,Murray Hill Academy,10.6,Gramercy Park - Murray Hill,10016
2019,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,Murry Bergtraum High School for Business Careers,10.6,Lower Manhattam,10038
2020,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,Murry Bergtraum High School for Business Careers,9.5,Lower Manhattam,10038
2022,MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS,Murry Bergtraum High School for Business Careers,9.5,Lower Manhattam,10038
2019,NELSON MANDELA HIGH SCHOOL,Nelson Mandela High School,12.1,Bedford Stuyvesant - Crown Heights,11213
2020,NELSON MANDELA HIGH SCHOOL,Nelson Mandela High School,13.4,Bedford Stuyvesant - Crown Heights,11213
2022,NELSON MANDELA HIGH SCHOOL,Nelson Mandela High School,12.6,Bedford Stuyvesant - Crown Heights,11213
2019,NEW DESIGN HIGH SCHOOL,New Design High School,11,Union Square - Lower East Side,10002
2020,NEW DESIGN HIGH SCHOOL,New Design High School,11.7,Union Square - Lower East Side,10002
2022,NEW DESIGN HIGH SCHOOL,New Design High School,11.1,Union Square - Lower East Side,10002
2019,NEW DORP HIGH SCHOOL,New Dorp High School,15.8,South Beach - Tottenville ,10306
2020,NEW DORP HIGH SCHOOL,New Dorp High School,16.3,South Beach - Tottenville ,10306
2022,NEW DORP HIGH SCHOOL,New Dorp High School,16.1,South Beach - Tottenville ,10306
2019,NEW UTRECHT HIGH SCHOOL,New Utrecht High School,16.9,Bensonhurst - Bay Ridge,11214
2020,NEW UTRECHT HIGH SCHOOL,New Utrecht High School,17,Bensonhurst - Bay Ridge,11214
2022,NEW UTRECHT HIGH SCHOOL,New Utrecht High School,17,Bensonhurst - Bay Ridge,11214
2019,NEW WORLD HIGH SCHOOL,New World High School,13.5,Northeast Bronx,10466
2020,NEW WORLD HIGH SCHOOL,New World High School,14,Northeast Bronx,10466
2022,NEW WORLD HIGH SCHOOL,New World High School,13.9,Northeast Bronx,10466
2019,NEWCOMERS HIGH SCHOOL,Newcomers High School,14.3,Long Island City - Astoria,11101
2020,NEWCOMERS HIGH SCHOOL,Newcomers High School,15.2,Long Island City - Astoria,11101
2022,NEWCOMERS HIGH SCHOOL,Newcomers High School,14.8,Long Island City - Astoria,11101
2019,NEWTOWN HIGH SCHOOL,Newtown High School,15.5,West Queens,11373
2020,NEWTOWN HIGH SCHOOL,Newtown High School,15.3,West Queens,11373
2022,NEWTOWN HIGH SCHOOL,Newtown High School,15.2,West Queens,11373
2019,NYC ISCHOOL,NYC iSchool,14.4,Greenwich Village - SoHo,10013
2020,NYC ISCHOOL,NYC iSchool,14.3,Greenwich Village - SoHo,10013
2022,NYC ISCHOOL,NYC iSchool,14.3,Greenwich Village - SoHo,10013
2019,OLYMPUS ACADEMY,Olympus Academy,12.5,Canarsie - Flatlands,11236
2020,OLYMPUS ACADEMY,Olympus Academy,11.7,Canarsie - Flatlands,11236
2022,OLYMPUS ACADEMY,Olympus Academy,11.4,Canarsie - Flatlands,11236
2019,ORIGINS HIGH SCHOOL,Origins High School,11.9,Coney Island - Sheepshead Bay ,11235
2020,ORIGINS HIGH SCHOOL,Origins High School,11.7,Coney Island - Sheepshead Bay ,11235
2022,ORIGINS HIGH SCHOOL,Origins High School,12,Coney Island - Sheepshead Bay ,11235
2019,PACE HIGH SCHOOL,Pace High School,15.1,Union Square - Lower East Side,10002
2020,PACE HIGH SCHOOL,Pace High School,13.7,Union Square - Lower East Side,10002
2022,PACE HIGH SCHOOL,Pace High School,13.9,Union Square - Lower East Side,10002
2019,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,Pan American International High School,11,West Queens,11373
2020,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,Pan American International High School,13.7,West Queens,11373
2022,PAN AMERICAN INTERNATIONAL HIGH SCHOOL,Pan American International High School,13.4,West Queens,11373
2019,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,Pan American International High School,12.3,West Queens,11373
2020,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,Pan American International High School,11.9,West Queens,11373
2022,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,Pan American International High School,11.3,West Queens,11373
2019,PARK EAST HIGH SCHOOL,Park East High School,12,East Harlem,10029
2020,PARK EAST HIGH SCHOOL,Park East High School,11.8,East Harlem,10029
2022,PARK EAST HIGH SCHOOL,Park East High School,11.8,East Harlem,10029
2019,PARK SLOPE COLLEGIATE,Park Slope Collegiate,13,Downtown - Heights - Park Slope,11215
2020,PARK SLOPE COLLEGIATE,Park Slope Collegiate,11.7,Downtown - Heights - Park Slope,11215
2022,PARK SLOPE COLLEGIATE,Park Slope Collegiate,12,Downtown - Heights - Park Slope,11215
2019,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,Pathways College Preparatory School: A College Board School,16.6,Jamaica,11412
2020,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,Pathways College Preparatory School: A College Board School,16.2,Jamaica,11412
2022,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,Pathways College Preparatory School: A College Board School,16.1,Jamaica,11412
2019,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),Pathways in Technology Early College High School (P-Tech),17.1,Bedford Stuyvesant - Crown Heights,11213
2020,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),Pathways in Technology Early College High School (P-Tech),18.8,Bedford Stuyvesant - Crown Heights,11213
2022,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL (P-TECH),Pathways in Technology Early College High School (P-Tech),18.7,Bedford Stuyvesant - Crown Heights,11213
2019,PELHAM LAB HIGH SCHOOL,Pelham Lab High School,11.2,Pelham - Throgs Neck,10461
2020,PELHAM LAB HIGH SCHOOL,Pelham Lab High School,11.4,Pelham - Throgs Neck,10461
2022,PELHAM LAB HIGH SCHOOL,Pelham Lab High School,11.2,Pelham - Throgs Neck,10461
2019,PELHAM PREPARATORY ACADEMY,Pelham Preparatory Academy,17.2,Northeast Bronx,10469
2020,PELHAM PREPARATORY ACADEMY,Pelham Preparatory Academy,15.1,Northeast Bronx,10469
2022,PELHAM PREPARATORY ACADEMY,Pelham Preparatory Academy,15.7,Northeast Bronx,10469
2019,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Performing Arts and Technology High School,14.1,East New York,11207
2020,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Performing Arts and Technology High School,12.5,East New York,11207
2022,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,Performing Arts and Technology High School,12.9,East New York,11207
2019,PORT RICHMOND HIGH SCHOOL,Port Richmond High School,15.9,Port Richmond,10302
2020,PORT RICHMOND HIGH SCHOOL,Port Richmond High School,15.1,Port Richmond,10302
2022,PORT RICHMOND HIGH SCHOOL,Port Richmond High School,14.7,Port Richmond,10302
2019,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Preparatory Academy for Writers: A College Board School,18.6,Southeast Queens,11413
2020,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Preparatory Academy for Writers: A College Board School,18,Southeast Queens,11413
2022,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,Preparatory Academy for Writers: A College Board School,17.3,Southeast Queens,11413
2019,PROFESSIONAL PATHWAYS HIGH SCHOOL,Professional Pathways High School,10.9,Coney Island - Sheepshead Bay ,11235
2020,PROFESSIONAL PATHWAYS HIGH SCHOOL,Professional Pathways High School,12.2,Coney Island - Sheepshead Bay ,11235
2022,PROFESSIONAL PATHWAYS HIGH SCHOOL,Professional Pathways High School,11.4,Coney Island - Sheepshead Bay ,11235
2019,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Professional Performing Arts High School,19.3,Chelsea - Clinton,10036
2020,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Professional Performing Arts High School,19.1,Chelsea - Clinton,10036
2022,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,Professional Performing Arts High School,20,Chelsea - Clinton,10036
2019,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,PROGRESS High School for Professional Careers,14.4,Greenpoint,11211
2020,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,PROGRESS High School for Professional Careers,14.9,Greenpoint,11211
2022,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,PROGRESS High School for Professional Careers,14.8,Greenpoint,11211
2019,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Queens Collegiate: A College Board School,14.6,Jamaica,11432
2020,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Queens Collegiate: A College Board School,14.6,Jamaica,11432
2022,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,Queens Collegiate: A College Board School,15.3,Jamaica,11432
2019,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY","Queens High School for Information, Research, and Technology",15,Rockaway,11691
2020,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY","Queens High School for Information, Research, and Technology",14.8,Rockaway,11691
2022,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH, AND TECHNOLOGY","Queens High School for Information, Research, and Technology",14.6,Rockaway,11691
2019,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,Queens High School for Language Studies,14.4,Flushing - Clearview,11354
2020,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,Queens High School for Language Studies,15.2,Flushing - Clearview,11354
2022,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,Queens High School for Language Studies,15.3,Flushing - Clearview,11354
2019,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES","Queens High School of Teaching, Liberal Arts and the Sciences",17,Southeast Queens,11426
2020,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES","Queens High School of Teaching, Liberal Arts and the Sciences",16.3,Southeast Queens,11426
2022,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND THE SCIENCES","Queens High School of Teaching, Liberal Arts and the Sciences",16.4,Southeast Queens,11426
2019,QUEENS METROPOLITAN HIGH SCHOOL,Queens Metropolitan High School,15.8,Jamaica,11375
2020,QUEENS METROPOLITAN HIGH SCHOOL,Queens Metropolitan High School,15.8,Jamaica,11375
2022,QUEENS METROPOLITAN HIGH SCHOOL,Queens Metropolitan High School,16,Jamaica,11375
2019,QUEENS PREPARATORY ACADEMY,Queens Preparatory Academy,14.6,Southeast Queens,11413
2020,QUEENS PREPARATORY ACADEMY,Queens Preparatory Academy,11.6,Southeast Queens,11413
2022,QUEENS PREPARATORY ACADEMY,Queens Preparatory Academy,11.6,Southeast Queens,11413
2019,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Queens Satellite High School for Opportunity,15.4,Jamaica,11432
2020,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Queens Satellite High School for Opportunity,15.1,Jamaica,11432
2022,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,Queens Satellite High School for Opportunity,14.5,Jamaica,11432
2019,"QUEENS SCHOOL OF INQUIRY, THE",The Queens School of Inquiry,12.3,Fresh Meadows,11367
2020,"QUEENS SCHOOL OF INQUIRY, THE",The Queens School of Inquiry,13.2,Fresh Meadows,11367
2022,"QUEENS SCHOOL OF INQUIRY, THE",The Queens School of Inquiry,12.8,Fresh Meadows,11367
2019,QUEST TO LEARN,Quest to Learn,11.5,Chelsea - Clinton,10011
2020,QUEST TO LEARN,Quest to Learn,12.7,Chelsea - Clinton,10011
2022,QUEST TO LEARN,Quest to Learn,12.5,Chelsea - Clinton,10011
2019,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Rachel Carson High School for Coastal Studies,16.1,Coney Island - Sheepshead Bay ,11224
2020,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Rachel Carson High School for Coastal Studies,16.9,Coney Island - Sheepshead Bay ,11224
2022,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,Rachel Carson High School for Coastal Studies,16.9,Coney Island - Sheepshead Bay ,11224
2019,RESEARCH AND SERVICE HIGH SCHOOL,Research and Service High School,16,Bedford Stuyvesant - Crown Heights,11213
2020,RESEARCH AND SERVICE HIGH SCHOOL,Research and Service High School,15.4,Bedford Stuyvesant - Crown Heights,11213
2022,RESEARCH AND SERVICE HIGH SCHOOL,Research and Service High School,12.8,Bedford Stuyvesant - Crown Heights,11213
2019,RICHMOND HILL HIGH SCHOOL,Richmond Hill High School,12.5,Southwest Queens,11418
2020,RICHMOND HILL HIGH SCHOOL,Richmond Hill High School,14.4,Southwest Queens,11418
2022,RICHMOND HILL HIGH SCHOOL,Richmond Hill High School,14.4,Southwest Queens,11418
2019,ROCKAWAY COLLEGIATE HIGH SCHOOL,Rockaway Collegiate High School,11.5,Rockaway,11694
2020,ROCKAWAY COLLEGIATE HIGH SCHOOL,Rockaway Collegiate High School,12.4,Rockaway,11694
2022,ROCKAWAY COLLEGIATE HIGH SCHOOL,Rockaway Collegiate High School,11.9,Rockaway,11694
2019,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Rockaway Park High School for Environmental Sustainability,12.1,Rockaway,11694
2020,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Rockaway Park High School for Environmental Sustainability,12,Rockaway,11694
2022,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,Rockaway Park High School for Environmental Sustainability,11.5,Rockaway,11694
2019,SCHOLARS' ACADEMY,Scholars' Academy,17.9,Rockaway,11694
2020,SCHOLARS' ACADEMY,Scholars' Academy,17.2,Rockaway,11694
2022,SCHOLARS' ACADEMY,Scholars' Academy,17.2,Rockaway,11694
2019,SCHOOL FOR EXCELLENCE,School for Excellence,11.5,High Bridge - Morrisania,10456
2020,SCHOOL FOR EXCELLENCE,School for Excellence,11.4,High Bridge - Morrisania,10456
2022,SCHOOL FOR EXCELLENCE,School for Excellence,10.5,High Bridge - Morrisania,10456
2019,SCHOOL FOR INTERNATIONAL STUDIES,CSI High School for International Studies,14.2,Willowbrook,10314
2020,SCHOOL FOR INTERNATIONAL STUDIES,CSI High School for International Studies,14.3,Willowbrook,10314
2022,SCHOOL FOR INTERNATIONAL STUDIES,CSI High School for International Studies,14.5,Willowbrook,10314
2019,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,Schuylerville Preparatory High School,12.9,Pelham - Throgs Neck,10461
2020,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,Schuylerville Preparatory High School,14,Pelham - Throgs Neck,10461
2022,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,Schuylerville Preparatory High School,14.1,Pelham - Throgs Neck,10461
2019,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,South Bronx Preparatory: A College Board School,13.1,Hunts Point - Mott Haven,10454
2020,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,South Bronx Preparatory: A College Board School,12.3,Hunts Point - Mott Haven,10454
2022,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,South Bronx Preparatory: A College Board School,12.4,Hunts Point - Mott Haven,10454
2019,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,South Brooklyn Community High School,11.8,Downtown - Heights - Park Slope,11231
2020,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,South Brooklyn Community High School,12.6,Downtown - Heights - Park Slope,11231
2022,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,South Brooklyn Community High School,13.4,Downtown - Heights - Park Slope,11231
2019,SPRING CREEK COMMUNITY SCHOOL,Spring Creek Community School,11.3,Canarsie - Flatlands,11239
2020,SPRING CREEK COMMUNITY SCHOOL,Spring Creek Community School,10.7,Canarsie - Flatlands,11239
2022,SPRING CREEK COMMUNITY SCHOOL,Spring Creek Community School,10.5,Canarsie - Flatlands,11239
2019,STATEN ISLAND TECHNICAL HIGH SCHOOL,Staten Island Technical High School,20.4,South Beach - Tottenville ,10306
2020,STATEN ISLAND TECHNICAL HIGH SCHOOL,Staten Island Technical High School,21.5,South Beach - Tottenville ,10306
2022,STATEN ISLAND TECHNICAL HIGH SCHOOL,Staten Island Technical High School,20.8,South Beach - Tottenville ,10306
2019,STUYVESANT HIGH SCHOOL,Stuyvesant High School,20.6,Lower Manhattan,10282
2020,STUYVESANT HIGH SCHOOL,Stuyvesant High School,22,Lower Manhattan,10282
2022,STUYVESANT HIGH SCHOOL,Stuyvesant High School,21.8,Lower Manhattan,10282
2019,SUNSET PARK HIGH SCHOOL,Sunset Park High School,11.4,Sunset Park,11232
2020,SUNSET PARK HIGH SCHOOL,Sunset Park High School,11.8,Sunset Park,11232
2022,SUNSET PARK HIGH SCHOOL,Sunset Park High School,11.5,Sunset Park,11232
2019,TALENT UNLIMITED HIGH SCHOOL,Talent Unlimited High School,15,Upper East Side,10065
2020,TALENT UNLIMITED HIGH SCHOOL,Talent Unlimited High School,14.4,Upper East Side,10065
2022,TALENT UNLIMITED HIGH SCHOOL,Talent Unlimited High School,14.6,Upper East Side,10065
2019,TEACHERS PREPARATORY HIGH SCHOOL,Teachers Preparatory High School,10.4,Bedford Stuyvesant - Crown Heights,11212
2020,TEACHERS PREPARATORY HIGH SCHOOL,Teachers Preparatory High School,8.6,Bedford Stuyvesant - Crown Heights,11212
2022,TEACHERS PREPARATORY HIGH SCHOOL,Teachers Preparatory High School,8.2,Bedford Stuyvesant - Crown Heights,11212
2019,THE BRONXWOOD PREPARATORY ACADEMY,The Bronxwood Preparatory Academy,13.8,Northeast Bronx,10466
2020,THE BRONXWOOD PREPARATORY ACADEMY,The Bronxwood Preparatory Academy,15.1,Northeast Bronx,10466
2022,THE BRONXWOOD PREPARATORY ACADEMY,The Bronxwood Preparatory Academy,15.7,Northeast Bronx,10466
2019,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,The Brooklyn Academy of Global Finance,9.6,Williamsburg - Bushwick,11221
2020,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,The Brooklyn Academy of Global Finance,12,Williamsburg - Bushwick,11221
2022,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,The Brooklyn Academy of Global Finance,11.8,Williamsburg - Bushwick,11221
2019,THE CINEMA SCHOOL,The Cinema School,15.7,Pelham - Throgs Neck,10472
2020,THE CINEMA SCHOOL,The Cinema School,14,Pelham - Throgs Neck,10472
2022,THE CINEMA SCHOOL,The Cinema School,13.8,Pelham - Throgs Neck,10472
2019,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,The Eagle Academy for Young Men of Staten Island,11.2,Stapleton - St. George,10304
2020,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,The Eagle Academy for Young Men of Staten Island,10.9,Stapleton - St. George,10304
2022,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,The Eagle Academy for Young Men of Staten Island,11.4,Stapleton - St. George,10304
2019,THE GLOBAL LEARNING COLLABORATIVE,The Global Learning Collaborative,12.1,Upper West Side,10024
2020,THE GLOBAL LEARNING COLLABORATIVE,The Global Learning Collaborative,13.2,Upper West Side,10024
2022,THE GLOBAL LEARNING COLLABORATIVE,The Global Learning Collaborative,13,Upper West Side,10024
2019,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,The High School for Global Citizenship,16.2,East Flatbush - Flatbush,11225
2020,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,The High School for Global Citizenship,18,East Flatbush - Flatbush,11225
2022,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,The High School for Global Citizenship,17.8,East Flatbush - Flatbush,11225
2019,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,The High School For Language And Diplomacy,16.8,Union Square - Lower East Side,10003
2020,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,The High School For Language And Diplomacy,15,Union Square - Lower East Side,10003
2022,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,The High School For Language And Diplomacy,14.6,Union Square - Lower East Side,10003
2019,THE HIGH SCHOOL OF FASHION INDUSTRIES,The High School of Fashion Industries,15.9,Chelsea - Clinton,10011
2020,THE HIGH SCHOOL OF FASHION INDUSTRIES,The High School of Fashion Industries,16.1,Chelsea - Clinton,10011
2022,THE HIGH SCHOOL OF FASHION INDUSTRIES,The High School of Fashion Industries,16.1,Chelsea - Clinton,10011
2019,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,The Metropolitan Soundview High School,10.9,Pelham - Throgs Neck,10472
2020,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,The Metropolitan Soundview High School,11.6,Pelham - Throgs Neck,10472
2022,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,The Metropolitan Soundview High School,12.2,Pelham - Throgs Neck,10472
2019,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,The Urban Assembly Bronx Academy of Letters,9,High Bridge - Morrisania,10451
2020,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,The Urban Assembly Bronx Academy of Letters,10,High Bridge - Morrisania,10451
2022,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,The Urban Assembly Bronx Academy of Letters,10,High Bridge - Morrisania,10451
2019,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,The Urban Assembly School for Collaborative Health,13.8,East New York,11208
2020,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,The Urban Assembly School for Collaborative Health,11.4,East New York,11208
2022,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTHCARE,The Urban Assembly School for Collaborative Health,11.4,East New York,11208
2019,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,The Urban Assembly School for Emergency Management,11.2,Lower Manhattam,10038
2020,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,The Urban Assembly School for Emergency Management,11.1,Lower Manhattam,10038
2022,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,The Urban Assembly School for Emergency Management,11.1,Lower Manhattam,10038
2019,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,The Urban Assembly School for Global Commerce,10.7,East Harlem,10035
2020,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,The Urban Assembly School for Global Commerce,9.1,East Harlem,10035
2022,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,The Urban Assembly School for Global Commerce,9.3,East Harlem,10035
2019,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,The Urban Assembly School for Green Careers,11.4,Upper West Side,10024
2020,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,The Urban Assembly School for Green Careers,10.8,Upper West Side,10024
2022,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,The Urban Assembly School for Green Careers,11,Upper West Side,10024
2019,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,The Urban Assembly School for Law and Justice,14.8,Downtown - Heights - Park Slope,11201
2020,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,The Urban Assembly School for Law and Justice,14.7,Downtown - Heights - Park Slope,11201
2022,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,The Urban Assembly School for Law and Justice,15.2,Downtown - Heights - Park Slope,11201
2019,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Theatre Arts Production Company School,10.4,Crotona - Tremont,10457
2020,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Theatre Arts Production Company School,11.3,Crotona - Tremont,10457
2022,THEATRE ARTS PRODUCTION COMPANY SCHOOL,Theatre Arts Production Company School,11.4,Crotona - Tremont,10457
2019,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Thurgood Marshall Academy for Learning and Social Change,13.4,Central Harlem - Morningside Heights,10030
2020,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Thurgood Marshall Academy for Learning and Social Change,12.8,Central Harlem - Morningside Heights,10030
2022,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,Thurgood Marshall Academy for Learning and Social Change,12.6,Central Harlem - Morningside Heights,10030
2019,TOTTENVILLE HIGH SCHOOL,Tottenville High School,17.7,South Beach - Tottenville ,10312
2020,TOTTENVILLE HIGH SCHOOL,Tottenville High School,17.8,South Beach - Tottenville ,10312
2022,TOTTENVILLE HIGH SCHOOL,Tottenville High School,17.8,South Beach - Tottenville ,10312
2019,TOWNSEND HARRIS HIGH SCHOOL,Townsend Harris High School,20,Fresh Meadows,11367
2020,TOWNSEND HARRIS HIGH SCHOOL,Townsend Harris High School,19.4,Fresh Meadows,11367
2022,TOWNSEND HARRIS HIGH SCHOOL,Townsend Harris High School,18.8,Fresh Meadows,11367
2019,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Union Square Academy for Health Sciences,13.6,Union Square - Lower East Side,10003
2020,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Union Square Academy for Health Sciences,12.9,Union Square - Lower East Side,10003
2022,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,Union Square Academy for Health Sciences,12.8,Union Square - Lower East Side,10003
2019,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,University Neighborhood High School,16.3,Union Square - Lower East Side,10002
2020,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,University Neighborhood High School,14.9,Union Square - Lower East Side,10002
2022,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,University Neighborhood High School,14.9,Union Square - Lower East Side,10002
2019,URBAN ACADEMY LABORATORY HIGH SCHOOL,Urban Academy Laboratory High School,10.3,Upper East Side,10065
