Year,School Name,DBN,School Code,School Level,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple Count,Multiple Average Years in Title,Multiple Average Years at School,Unknown/Other (U/O) Count,U/O Average Years in Title,U/O Average Years at School
2020,,05M286,,,2,15,9,6,12.8,4.3,9,14.0,6.0,*,*,*,*,,,8,14.2,5.5,*,*,*,5,14.7,6.7,*,,,*,*,*,*,,
2020,,05M318,,,2,16,8,*,,,*,,,*,*,*,*,,,9,10.1,7.0,*,*,*,*,,,*,,,*,*,*,*,,
2020,COLUMBIA SECONDARY SCHOOL,05M362,,,3,48,11,20,6.8,4.5,28,9.9,4.4,*,*,*,5,9.3,3.3,*,,,*,*,*,*,,,36,8.0,4.5,*,*,*,*,,
2020,,05M514,,,2,20,10,5,2.7,2.5,15,6.1,2.6,*,*,*,*,,,8,3.2,2.3,*,*,*,*,,,7,9.1,3.2,*,*,*,*,,
2020,,05M517,,,2,29,7,*,,,*,,,*,*,*,6,4.2,2.7,*,,,*,*,*,5,14.4,4.2,13,4.5,1.1,*,*,*,*,,
2020,,06M004,,,3,44,22,12,14.4,10.4,32,14.7,11.2,*,*,*,*,,,10,17.7,16.5,*,*,*,20,13.3,10.1,11,12.1,4.8,*,*,*,*,,
2020,,06M005,,,3,52,25,6,25.0,21.8,46,12.5,10.8,*,*,*,*,,,6,18.8,17.1,*,*,*,28,15.5,13.1,15,10.0,8.7,*,*,*,*,,
2020,,06M008,,,2,42,12,6,11.1,8.5,36,13.3,10.3,*,*,*,*,,,*,,,*,*,*,25,15.1,11.6,13,10.5,9.0,*,*,*,*,,
2020,,06M018,,,2,29,13,6,13.4,8.1,23,12.6,10.1,*,*,*,*,,,*,,,*,*,*,18,12.0,9.3,8,15.6,11.8,*,*,*,*,,
2020,,06M028,,,3,53,26,10,14.0,12.4,43,14.1,10.8,*,*,*,*,,,*,,,*,*,*,30,14.7,11.2,18,14.5,12.0,*,*,*,*,,
2020,,06M048,,,2,44,24,9,12.7,10.9,35,9.4,7.2,*,*,*,*,,,7,16.9,11.5,*,*,*,16,13.0,10.4,16,5.9,5.1,*,*,*,*,,
2020,,06M052,,,2,27,10,11,14.6,12.7,16,15.4,12.9,*,*,*,*,,,*,,,*,*,*,13,16.7,14.4,10,15.9,12.9,*,*,*,*,,
2020,,06M098,,,3,37,21,6,18.9,18.8,31,14.6,11.3,*,*,*,*,,,*,,,*,*,*,24,16.8,14.7,8,13.7,9.8,*,*,*,*,,
2020,,06M103,,,2,34,13,6,5.5,1.7,28,7.9,3.2,*,*,*,*,,,*,,,*,*,*,24,9.5,3.3,9,2.8,2.3,*,*,*,*,,
2020,,06M115,,,4,35,15,5,15.7,13.1,30,13.9,9.0,*,*,*,*,,,*,,,*,*,*,23,16.2,13.2,6,13.2,2.7,*,*,*,*,,
2020,,06M128,,,3,53,19,7,14.3,13.8,46,11.4,10.4,*,*,*,6,9.9,9.9,*,,,*,*,*,26,14.5,13.5,18,8.1,7.5,*,*,*,*,,
2020,,06M132,,,2,23,12,6,21.9,18.0,17,14.3,13.3,*,*,*,*,,,*,,,*,*,*,13,17.6,14.9,7,11.6,11.4,*,*,*,*,,
2020,,06M143,,,3,22,15,9,16.1,14.8,13,16.8,15.5,*,*,*,*,,,*,,,*,*,*,12,15.7,14.7,6,16.4,16.3,*,*,*,*,,
2020,,06M152,,,3,46,27,6,17.3,8.2,40,13.9,10.5,*,*,*,*,,,*,,,*,*,*,22,17.0,12.5,16,14.2,9.0,*,*,*,*,,
2020,,06M153,,,4,37,13,8,8.8,8.6,29,7.6,5.8,*,*,*,*,,,9,16.1,10.7,*,*,*,14,5.8,5.6,11,3.8,3.6,*,*,*,*,,
2020,,06M173,,,3,41,22,6,13.6,10.3,35,10.3,8.1,*,*,*,*,,,*,,,*,*,*,15,12.7,9.0,18,11.0,9.5,*,*,*,*,,
2020,,06M178,,,2,33,15,*,,,*,,,*,*,*,*,,,*,,,*,*,*,17,13.1,10.8,13,11.8,8.2,*,*,*,*,,
2020,,06M187,,,3,52,17,7,12.2,11.3,45,10.2,9.0,*,*,*,*,,,*,,,*,*,*,15,11.1,9.5,34,10.0,9.1,*,*,*,*,,
2020,,06M189,,,4,57,31,7,14.6,9.4,50,13.4,11.3,*,*,*,*,,,*,,,*,*,*,33,15.5,12.4,21,10.3,9.5,*,*,*,*,,
2020,,06M192,,,3,32,16,5,15.1,4.7,27,13.2,5.9,*,*,*,*,,,*,,,*,*,*,18,13.9,7.6,9,12.9,4.1,*,*,*,*,,
2020,,06M209,,,2,31,4,12,4.1,1.7,19,5.5,1.9,*,*,*,*,,,6,1.9,0.3,*,*,*,9,5.2,2.0,12,7.4,2.6,*,*,*,*,,
2020,,06M210,,,1,38,9,6,6.8,4.3,32,13.8,10.0,*,*,*,*,,,*,,,*,*,*,32,13.0,9.4,*,,,*,*,*,*,,
2020,,06M223,,,2,21,6,7,9.6,6.0,14,9.2,7.3,*,*,*,*,,,*,,,*,*,*,5,15.1,11.6,10,9.3,6.3,*,*,*,*,,
2020,,06M278,,,2,39,13,9,9.5,6.8,30,11.7,6.8,*,*,*,*,,,*,,,*,*,*,8,7.8,5.5,23,12.4,7.7,*,*,*,*,,
2020,CITY COLLEGE ACADEMY OF THE ARTS,06M293,,,4,39,8,13,10.2,6.8,26,11.0,6.7,*,*,*,*,,,5,14.6,6.1,*,*,*,11,11.6,6.9,21,10.2,7.3,*,*,*,*,,
2020,,06M311,,,2,38,12,11,5.8,3.3,27,4.3,3.7,*,*,*,*,,,*,,,*,*,*,30,4.7,3.5,6,4.9,3.6,*,*,*,*,,
2020,,06M314,,,2,19,13,*,,,*,,,*,*,*,*,,,*,,,*,*,*,5,11.3,5.0,13,12.6,7.6,*,*,*,*,,
2020,,06M319,,,4,32,14,12,17.3,7.1,20,11.3,7.4,*,*,*,*,,,*,,,*,*,*,20,15.4,8.1,7,8.6,5.0,*,*,*,*,,
2020,,06M322,,,3,36,11,15,10.1,4.0,21,9.6,4.4,*,*,*,*,,,*,,,*,*,*,12,10.6,2.5,19,9.3,5.0,*,*,*,*,,
2020,,06M324,,,2,33,14,12,10.2,6.8,21,10.2,7.4,*,*,*,*,,,*,,,*,*,*,12,10.4,7.8,17,10.6,6.8,*,*,*,*,,
2020,,06M328,,,2,20,9,6,10.1,4.3,14,7.8,3.7,*,*,*,*,,,*,,,*,*,*,13,8.0,3.4,5,8.6,3.2,*,*,*,*,,
2020,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,06M346,,,3,52,11,17,10.9,6.7,35,7.1,5.9,*,*,*,*,,,7,9.4,7.2,*,*,*,15,8.0,6.0,25,8.5,6.4,*,*,*,*,,
2020,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,06M348,,,5,71,20,23,8.5,5.0,48,7.9,4.3,*,*,*,*,,,*,,,*,*,*,22,5.2,2.4,41,9.7,5.6,*,*,*,*,,
2020,,06M349,,,2,10,1,*,,,*,,,*,*,*,*,,,*,,,*,*,*,7,9.2,6.9,*,,,*,*,*,*,,
2020,,06M366,,,3,33,18,6,15.2,4.3,27,12.8,5.0,*,*,*,*,,,*,,,*,*,*,22,14.1,5.2,8,9.6,4.6,*,*,*,*,,
2020,,06M368,,,1,17,5,*,,,*,,,*,*,*,*,,,5,9.1,5.1,*,*,*,*,,,8,9.5,5.8,*,*,*,*,,
2020,,06M513,,,1,23,14,5,6.1,3.1,18,8.4,4.2,*,*,*,*,,,*,,,*,*,*,16,6.2,3.9,7,11.6,4.3,*,*,*,*,,
2020,,06M528,,,2,18,4,6,4.2,3.0,12,7.7,3.8,*,*,*,*,,,*,,,*,*,*,9,5.7,3.0,7,7.5,4.2,*,*,*,*,,
2020,,07X001,,,3,52,24,7,6.5,3.8,45,7.9,5.5,*,*,*,*,,,11,10.6,5.8,*,*,*,28,8.2,5.5,9,5.0,5.0,*,*,*,*,,
2020,,07X005,,,3,62,20,9,11.1,6.5,53,11.4,6.1,*,*,*,*,,,7,17.9,10.1,*,*,*,27,11.5,6.3,23,9.4,4.5,*,*,*,*,,
2020,,07X018,,,3,50,27,5,7.6,5.2,45,10.5,8.2,*,*,*,5,4.8,4.1,10,10.7,7.7,*,*,*,24,12.3,9.9,8,6.8,6.4,*,*,*,*,,
2020,,07X025,,,3,56,25,9,11.5,6.5,47,10.3,6.2,*,*,*,*,,,6,10.6,3.4,*,*,*,32,13.3,7.6,14,6.0,5.4,*,*,*,*,,
2020,,07X029,,,3,67,28,16,6.3,4.7,51,6.5,4.3,*,*,*,*,,,19,5.6,3.7,*,*,*,20,8.4,4.5,24,6.3,5.2,*,*,*,*,,
2020,,07X030,,,3,45,24,7,10.0,8.3,38,11.3,9.9,*,*,*,*,,,13,11.7,10.0,*,*,*,23,12.2,10.6,6,7.2,6.8,*,*,*,*,,
2020,,07X031,,,3,59,17,10,12.1,10.0,49,13.7,9.3,*,*,*,*,,,16,13.6,6.4,*,*,*,18,13.8,10.0,21,13.2,11.4,*,*,*,*,,
2020,,07X043,,,3,40,18,*,,,*,,,*,*,*,*,,,9,15.8,10.7,*,*,*,14,12.8,11.9,15,9.5,8.7,*,*,*,*,,
2020,,07X049,,,4,67,22,5,5.2,5.2,62,5.8,4.7,*,*,*,*,,,17,7.1,4.5,*,*,*,22,4.1,3.5,19,7.4,6.9,*,*,*,*,,
2020,,07X065,,,2,33,16,9,7.5,4.9,24,8.9,3.4,*,*,*,*,,,9,7.5,4.2,*,*,*,10,11.6,5.4,14,7.1,2.5,*,*,*,*,,
2020,,07X151,,,1,21,6,*,,,*,,,*,*,*,*,,,5,12.5,9.4,*,*,*,9,11.5,8.9,5,3.7,3.4,*,*,*,*,,
2020,,09X088,,,2,13,0,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,9,3.2,0.6,*,*,*,*,,
2020,,07X154,,,2,33,14,*,,,*,,,*,*,*,*,,,7,10.2,10.0,*,*,*,8,12.0,8.4,15,8.9,8.9,*,*,*,*,,
2020,,07X157,,,4,51,20,6,12.1,6.4,45,10.4,8.6,*,*,*,*,,,6,13.1,10.7,*,*,*,16,11.2,8.8,27,9.8,7.4,*,*,*,*,,
2020,,07X161,,,3,41,24,*,,,*,,,*,*,*,*,,,7,10.4,7.6,*,*,*,23,13.9,10.5,10,9.4,9.4,*,*,*,*,,
2020,,07X179,,,2,31,14,*,,,*,,,*,*,*,*,,,14,15.4,10.0,*,*,*,11,12.6,9.1,*,,,*,*,*,*,,
2020,THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,07X223,,,3,51,6,16,4.5,3.5,35,5.0,3.7,*,*,*,*,,,11,4.0,3.3,*,*,*,18,4.7,3.1,16,5.9,4.5,*,*,*,*,,
2020,,07X224,,,2,27,10,5,7.1,2.2,22,9.9,3.0,*,*,*,*,,,9,11.1,3.4,*,*,*,8,11.2,2.7,7,5.9,2.2,*,*,*,*,,
2020,,07X277,,,2,42,16,*,,,*,,,*,*,*,*,,,9,4.1,2.3,*,*,*,18,8.7,7.7,11,6.5,3.6,*,*,*,*,,
2020,,07X296,,,2,23,9,7,6.8,4.1,16,6.2,5.4,*,*,*,*,,,10,5.3,4.2,*,*,*,*,,,7,8.6,5.6,*,*,*,*,,
2020,,07X298,,,2,31,8,9,6.8,2.8,22,5.4,3.1,*,*,*,*,,,6,8.6,3.3,*,*,*,17,5.1,3.1,6,5.4,3.3,*,*,*,*,,
2020,,07X343,,,2,24,6,8,9.9,7.2,16,11.7,7.4,*,*,*,*,,,10,13.2,8.2,*,*,*,7,9.9,5.6,7,9.3,7.8,*,*,*,*,,
2020,,07X359,,,2,26,12,*,,,*,,,*,*,*,*,,,*,,,*,*,*,21,6.5,3.9,*,,,*,*,*,*,,
2020,,07X369,,,2,30,17,5,9.8,7.1,25,4.3,3.2,*,*,*,*,,,7,5.5,4.2,*,*,*,8,3.7,3.0,12,6.1,4.3,*,*,*,*,,
2020,,07X584,,,2,24,10,*,,,*,,,*,*,*,*,,,8,12.8,2.0,*,*,*,7,6.7,1.6,5,2.1,1.3,*,*,*,*,,
2020,,08X014,,,2,36,15,6,10.7,9.1,30,16.7,13.5,*,*,*,*,,,*,,,*,*,*,9,15.3,13.4,23,15.7,13.0,*,*,*,*,,
2020,,08X036,,,3,56,25,7,19.2,17.8,49,12.6,11.0,*,*,*,*,,,*,,,*,*,*,25,13.4,12.6,29,13.0,10.8,*,*,*,*,,
2020,,08X048,,,3,63,49,9,12.2,8.7,54,12.0,10.0,*,*,*,*,,,12,14.4,8.8,*,*,*,23,12.6,10.7,24,11.1,9.8,*,*,*,*,,
2020,,08X062,,,3,52,24,10,14.0,13.9,42,11.6,10.8,*,*,*,*,,,5,14.8,12.8,*,*,*,19,13.9,13.4,25,10.8,10.1,*,*,*,*,,
2020,,08X069,,,3,44,15,6,10.3,9.0,38,11.9,9.8,*,*,*,*,,,9,14.4,10.7,*,*,*,11,15.1,13.4,20,9.3,8.2,*,*,*,*,,
2020,,08X071,,,4,111,31,24,8.4,6.9,87,12.7,10.4,*,*,*,*,,,*,,,*,*,*,27,11.2,8.0,74,11.6,10.0,*,*,*,*,,
2020,,08X072,,,4,56,42,5,13.5,8.3,51,13.8,11.7,*,*,*,*,,,5,15.8,14.5,*,*,*,13,14.6,11.3,36,13.7,11.5,*,*,*,*,,
2020,,08X075,,,3,48,25,6,14.0,16.5,42,13.3,12.1,*,*,*,*,,,5,12.1,8.7,*,*,*,20,16.5,15.2,17,12.8,11.9,*,*,*,*,,
2020,,08X093,,,2,36,15,*,,,*,,,*,*,*,*,,,6,19.4,17.4,*,*,*,11,17.2,14.2,18,10.4,8.7,*,*,*,*,,
2020,,08X100,,,3,43,23,*,,,*,,,*,*,*,*,,,5,13.0,7.7,*,*,*,8,9.2,8.6,29,14.5,12.8,*,*,*,*,,
2020,,08X101,,,3,44,12,11,10.6,5.0,33,9.3,6.5,*,*,*,*,,,*,,,*,*,*,9,6.9,4.3,28,9.8,6.4,*,*,*,*,,
2020,,08X107,,,2,46,23,7,11.4,9.2,39,12.3,8.4,*,*,*,*,,,18,15.2,10.3,*,*,*,11,13.1,6.7,14,9.4,9.4,*,*,*,*,,
2020,,08X119,,,3,52,20,*,,,*,,,*,*,*,*,,,*,,,*,*,*,14,14.3,9.6,31,15.7,13.3,*,*,*,*,,
2020,,08X123,,,3,42,16,12,10.1,6.8,30,6.5,3.7,*,*,*,*,,,14,10.2,5.3,*,*,*,7,5.1,4.4,17,7.2,4.7,*,*,*,*,,
2020,,08X130,,,3,34,18,*,,,*,,,*,*,*,*,,,*,,,*,*,*,10,17.6,12.4,16,9.6,8.7,*,*,*,*,,
2020,,08X131,,,4,35,15,13,15.5,13.6,22,10.8,7.3,*,*,*,*,,,9,15.3,9.8,*,*,*,*,,,19,11.0,9.7,*,*,*,*,,
2020,,08X138,,,3,47,19,*,,,*,,,*,*,*,*,,,21,15.5,12.7,*,*,*,7,14.7,12.7,18,12.2,8.1,*,*,*,*,,
2020,,08X140,,,3,46,18,8,14.1,5.5,38,15.7,7.6,*,*,*,*,,,21,15.5,7.9,*,*,*,10,17.6,7.0,12,13.0,4.9,*,*,*,*,,
2020,,08X146,,,2,31,12,*,,,*,,,*,*,*,*,,,20,15.5,8.2,*,*,*,6,13.3,12.2,*,,,*,*,*,*,,
2020,,08X152,,,3,64,34,9,16.6,14.6,55,10.7,8.5,*,*,*,*,,,14,12.7,12.3,*,*,*,16,11.7,10.3,32,10.9,7.3,*,*,*,*,,
2020,,08X182,,,4,48,19,*,,,*,,,*,*,*,*,,,*,,,*,*,*,11,9.2,9.1,35,13.4,12.2,*,*,*,*,,
2020,,08X301,,,3,21,6,7,7.5,5.8,14,8.1,4.5,*,*,*,*,,,10,10.9,8.6,*,*,*,*,,,5,6.1,1.0,*,*,*,*,,
2020,,08X302,,,4,43,12,14,7.7,5.9,29,5.8,3.3,*,*,*,*,,,16,6.7,4.1,*,*,*,19,5.4,4.1,5,7.8,3.6,*,*,*,*,,
2020,,08X304,,,2,35,20,*,,,*,,,*,*,*,*,,,*,,,*,*,*,7,20.9,15.1,25,12.1,9.4,*,*,*,*,,
2020,,08X333,,,3,49,20,*,,,*,,,*,*,*,*,,,8,15.8,6.1,*,*,*,21,10.9,5.6,18,11.1,6.0,*,*,*,*,,
2020,,08X337,,,2,38,7,18,5.7,3.5,20,5.1,4.5,*,*,*,*,,,*,,,*,*,*,5,4.1,4.1,28,5.1,3.5,*,*,*,*,,
2020,ARCHIMEDES ACADEMY FOR MATH  SCIENCE AND TECHNOLOG,08X367,,,4,48,19,18,10.0,4.9,30,8.9,5.0,*,*,*,*,,,*,,,*,*,*,9,12.1,5.6,30,8.0,4.8,*,*,*,*,,
2020,,08X371,,,3,30,9,10,10.4,5.8,20,7.3,3.8,*,*,*,*,,,*,,,*,*,*,5,6.6,5.6,22,7.6,4.4,*,*,*,*,,
2020,,08X375,,,3,22,11,7,11.0,5.6,15,6.4,3.2,*,*,*,*,,,9,8.4,4.1,*,*,*,*,,,7,11.2,4.4,*,*,*,*,,
2020,,08X392,,,2,36,14,*,,,*,,,*,*,*,*,,,*,,,*,*,*,6,7.2,2.5,25,7.5,2.3,*,*,*,*,,
2020,,08X424,,,2,29,13,16,6.0,1.7,13,5.9,1.4,*,*,*,*,,,7,7.3,2.1,*,*,*,7,4.1,0.9,13,6.5,1.9,*,*,*,*,,
2020,,08X448,,,2,29,11,7,5.2,1.5,22,6.4,3.9,*,*,*,*,,,8,7.4,3.6,*,*,*,12,6.8,3.5,8,4.4,2.9,*,*,*,*,,
2020,,08X467,,,2,26,9,13,8.3,3.8,13,11.3,3.2,*,*,*,*,,,*,,,*,*,*,*,,,20,10.1,3.8,*,*,*,*,,
2020,BRONX ARENA HIGH SCHOOL,08X537,,,2,16,1,8,5.7,3.5,8,9.3,6.1,*,*,*,*,,,*,,,*,*,*,*,,,9,6.6,4.6,*,*,*,*,,
2020,SCHOOL FOR TOURISM AND HOSPITALITY,08X559,,,2,25,5,11,14.0,4.6,14,10.8,3.1,*,*,*,*,,,9,10.7,3.1,*,*,*,5,9.7,3.3,9,15.4,4.6,*,*,*,*,,
2020,,08X562,,,3,56,11,12,11.5,2.2,44,9.0,1.7,*,*,*,6,7.3,2.0,20,11.9,2.1,*,*,*,9,12.5,1.3,19,7.2,1.6,*,*,*,*,,
2020,,08X583,,,1,19,9,*,,,*,,,*,*,*,*,,,*,,,*,*,*,8,7.4,1.1,7,4.4,1.6,*,*,*,*,,
2020,,09X004,,,4,46,10,11,2.7,2.6,35,3.4,3.3,*,*,*,*,,,10,4.0,4.0,*,*,*,9,2.7,2.7,25,3.2,3.1,*,*,*,*,,
2020,,09X011,,,3,49,19,5,5.9,5.7,44,12.5,9.8,*,*,*,*,,,13,11.0,9.9,*,*,*,13,14.2,11.5,21,12.0,8.6,*,*,*,*,,
2020,,09X022,,,2,46,12,15,5.6,6.4,31,7.6,5.4,*,*,*,*,,,11,8.2,6.0,*,*,*,17,9.6,8.0,14,3.9,3.5,*,*,*,*,,
2020,,09X028,,,4,65,35,8,7.8,2.5,57,11.5,7.6,*,*,*,*,,,15,11.3,7.1,*,*,*,35,11.0,6.3,14,11.6,8.9,*,*,*,*,,
2020,,09X035,,,2,49,22,*,,,*,,,*,*,*,*,,,14,15.5,13.0,*,*,*,18,11.6,9.3,13,6.8,4.9,*,*,*,*,,
2020,,09X042,,,3,39,11,*,,,*,,,*,*,*,*,,,9,16.4,14.5,*,*,*,9,14.4,9.1,20,5.7,5.4,*,*,*,*,,
2020,,09X053,,,5,80,28,7,11.1,6.2,73,12.9,8.5,*,*,*,5,9.9,9.3,43,12.8,7.9,*,*,*,21,14.5,9.1,11,10.6,7.8,*,*,*,*,,
2020,,09X055,,,3,49,20,6,16.5,14.7,43,11.0,8.9,*,*,*,*,,,20,14.4,12.8,*,*,*,14,10.9,8.2,12,9.7,7.3,*,*,*,*,,
2020,,09X058,,,2,34,19,5,20.2,13.5,29,14.5,10.3,*,*,*,*,,,9,17.5,9.5,*,*,*,14,19.0,14.4,8,11.0,8.9,*,*,*,*,,
2020,,09X063,,,4,44,21,6,8.6,6.2,38,8.6,7.3,*,*,*,*,,,6,13.6,9.3,*,*,*,12,7.8,6.8,22,7.7,6.8,*,*,*,*,,
2020,,09X070,,,5,88,25,14,13.0,11.5,74,10.7,8.9,*,*,*,5,6.4,6.3,16,10.2,9.1,*,*,*,29,13.1,11.7,36,10.4,7.8,*,*,*,*,,
2020,,09X073,,,4,45,25,10,14.9,11.3,35,12.5,9.5,*,*,*,*,,,7,20.3,15.1,*,*,*,26,12.0,8.6,8,12.3,10.7,*,*,*,*,,
2020,,09X109,,,3,54,19,7,6.4,4.8,47,6.9,5.0,*,*,*,*,,,9,9.0,5.1,*,*,*,17,7.9,4.6,26,5.7,5.4,*,*,*,*,,
2020,,09X110,,,3,28,18,*,,,*,,,*,*,*,*,,,7,20.3,14.2,*,*,*,8,8.4,5.0,12,13.3,10.3,*,*,*,*,,
2020,,09X114,,,2,60,23,10,8.5,6.8,50,12.8,8.1,*,*,*,*,,,22,12.3,5.7,*,*,*,17,12.2,8.7,17,12.1,10.3,*,*,*,*,,
2020,,09X117,,,3,45,17,18,9.8,8.3,27,15.5,11.6,*,*,*,*,,,17,14.9,10.6,*,*,*,14,12.5,9.6,10,11.7,9.7,*,*,*,*,,
2020,,09X126,,,1,45,20,7,12.8,5.7,38,12.0,8.3,*,*,*,*,,,19,12.4,6.5,*,*,*,15,11.3,8.8,9,11.8,7.5,*,*,*,*,,
2020,,09X128,,,3,25,3,7,8.5,6.1,18,7.8,5.6,*,*,*,*,,,5,15.7,9.5,*,*,*,5,9.6,5.6,13,4.9,4.4,*,*,*,*,,
2020,,09X132,,,3,35,22,6,15.8,12.1,29,8.5,6.4,*,*,*,*,,,14,12.5,8.9,*,*,*,8,8.5,6.5,10,8.1,6.5,*,*,*,*,,
2020,,09X163,,,2,43,15,7,3.7,3.7,36,9.7,8.2,*,*,*,*,,,17,8.2,5.7,*,*,*,14,9.3,9.3,10,10.1,9.0,*,*,*,*,,
2020,,09X170,,,1,22,7,*,,,*,,,*,*,*,*,,,*,,,*,*,*,11,9.6,7.7,7,14.3,12.6,*,*,*,*,,
2020,,09X199,,,3,55,19,5,7.9,5.6,50,12.1,8.2,*,*,*,*,,,10,13.0,8.7,*,*,*,29,11.9,7.7,13,11.2,7.8,*,*,*,*,,
2020,,09X204,,,3,43,27,8,13.7,13.2,35,14.2,11.7,*,*,*,*,,,*,,,*,*,*,7,22.1,15.2,30,11.9,11.0,*,*,*,*,,
2020,,09X215,,,3,32,7,6,9.8,6.8,26,9.0,4.8,*,*,*,*,,,20,11.2,5.3,*,*,*,*,,,7,6.8,5.8,*,*,*,*,,
2020,,09X218,,,4,74,16,10,13.9,9.5,64,8.1,7.1,*,*,*,*,,,*,,,*,*,*,50,8.9,7.4,12,10.4,7.8,*,*,*,*,,
2020,,09X219,,,3,39,18,10,10.3,5.1,29,10.6,6.0,*,*,*,*,,,17,13.6,7.5,*,*,*,12,9.5,5.2,9,7.4,3.9,*,*,*,*,,
2020,,09X229,,,1,31,16,14,11.8,7.7,17,11.7,5.7,*,*,*,*,,,17,12.5,7.8,*,*,*,8,10.4,5.1,5,12.9,5.5,*,*,*,*,,
2020,,09X232,,,2,36,13,16,10.3,4.3,20,6.0,5.1,*,*,*,*,,,6,4.6,4.3,*,*,*,24,8.7,4.6,*,,,*,*,*,*,,
2020,,09X236,,,2,30,17,*,,,*,,,*,*,*,*,,,6,15.3,9.5,*,*,*,8,19.5,16.6,15,11.3,8.5,*,*,*,*,,
2020,,09X274,,,2,63,28,6,9.7,2.7,57,6.1,3.1,*,*,*,*,,,17,6.0,2.8,*,*,*,19,7.5,3.6,24,6.5,2.9,*,*,*,*,,
2020,,09X294,,,2,43,16,*,,,*,,,*,*,*,*,,,6,8.9,3.6,*,*,*,19,7.4,3.1,15,7.6,3.9,*,*,*,*,,
2020,,09X303,,,2,32,14,5,8.7,7.4,27,6.7,4.3,*,*,*,*,,,11,8.2,5.9,*,*,*,*,,,14,7.2,4.9,*,*,*,*,,
2020,,09X311,,,3,35,6,*,,,*,,,*,*,*,*,,,6,11.0,1.3,*,*,*,18,6.5,2.0,7,7.7,3.2,*,*,*,*,,
2020,,09X313,,,2,35,12,15,10.7,5.6,20,11.4,6.1,*,*,*,*,,,16,12.2,3.8,*,*,*,10,13.6,11.5,6,7.2,4.4,*,*,*,*,,
2020,,09X323,,,2,40,11,8,3.9,3.1,32,9.1,6.6,*,*,*,*,,,14,11.4,7.9,*,*,*,13,8.7,6.4,10,4.6,3.7,*,*,*,*,,
2020,BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNIN,09X324,,,2,37,5,10,7.2,5.0,27,5.1,3.5,*,*,*,*,,,6,8.0,4.8,*,*,*,8,4.8,3.3,21,5.1,3.7,*,*,*,*,,
2020,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,09X327,,,4,54,13,17,6.7,5.1,37,8.0,4.6,*,*,*,*,,,14,8.3,5.1,*,*,*,19,9.5,5.3,15,6.5,4.5,*,*,*,*,,
2020,,09X328,,,2,27,11,8,9.0,2.7,19,11.2,4.2,*,*,*,*,,,11,12.3,5.3,*,*,*,7,8.8,1.4,8,10.3,3.9,*,*,*,*,,
2020,,09X339,,,3,54,14,28,10.6,5.5,26,10.7,5.7,*,*,*,*,,,23,13.1,5.1,*,*,*,20,10.6,7.3,10,5.9,3.7,*,*,*,*,,
2020,,09X443,,,3,46,10,5,14.2,7.3,41,8.6,4.8,*,*,*,*,,,5,16.4,5.1,*,*,*,14,11.5,6.3,21,6.9,4.4,*,*,*,*,,
2020,,09X449,,,2,40,18,5,9.4,6.4,35,8.7,4.6,*,*,*,*,,,7,10.6,5.2,*,*,*,8,6.5,3.5,23,8.9,5.0,*,*,*,*,,
2020,,09X454,,,3,37,9,13,4.1,4.0,24,5.6,5.2,*,*,*,*,,,5,5.9,4.4,*,*,*,12,5.7,5.7,16,4.7,4.6,*,*,*,*,,
2020,,09X457,,,2,38,15,*,,,*,,,*,*,*,*,,,*,,,*,*,*,18,13.6,5.1,15,12.0,5.6,*,*,*,*,,
2020,,09X555,,,2,28,16,*,,,*,,,*,*,*,*,,,*,,,*,*,*,12,6.3,4.6,12,8.4,4.6,*,*,*,*,,
2020,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,09X568,,,3,39,5,10,5.5,3.2,29,5.3,3.2,*,*,*,*,,,5,3.8,2.8,*,*,*,8,6.4,3.2,19,4.8,3.2,*,*,*,*,,
2020,,09X593,,,1,10,1,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,,*,,,*,*,*,*,,
2020,,09X594,,,1,21,7,*,,,*,,,*,*,*,*,,,11,3.0,0.9,*,*,*,*,,,*,,,*,*,*,*,,
2020,,10X003,,,3,29,13,6,13.1,13.0,23,7.5,5.8,*,*,*,*,,,5,13.6,9.3,*,*,*,6,3.6,3.0,16,8.9,8.0,*,*,*,*,,
2020,,10X007,,,3,44,14,9,13.0,8.8,35,13.7,8.7,*,*,*,*,,,*,,,*,*,*,11,13.6,11.2,29,14.1,8.3,*,*,*,*,,
