Year,School Name,DBN,Leadership,Teachers,Other Staff,Male Count,Male Average Years in Title,Male Average Years at School,Female Count,Female Average Years in Title,Female Average Years at School,American Indian/Alaskan Native (AI/AN) Count,AI/AN Average Years in Title,AI/AN Average Years at School,Asian Count,Asian Average Years in Title,Asian Average Years at School,Black/African American (B/AA) Count,B/AA Average Years in Title,B/AA Average Years at School,Hawaiian/Pacific Islander (H/PI) Count,H/PI Average Years in Title,H/PI Average Years at School,Hispanic Count,Hispanic Average Years in Title,Hispanic Average Years at School,White Count,White Average Years in Title,White Average Years at School,Multiple/Other (M/O) Count,M/O Average Years in Title,M/O Average Years at School
2020,Bronx Bridges High School,72X432,3,31,9,7,3.2,3,24,2.6,1.9,*,*,*,*,,,*,,,*,*,*,14,2.9,2.1,12,2.6,2.1,*,*,*
2021,Bronx Bridges High School,72X432,3,28,9,7,4.2,4,21,3.7,3,*,,,*,,,*,,,*,,,12,4,3.3,12,3.6,3.1,*,*,*
2022,Bronx Bridges High School,72X432,3,29,9,9,3.6,3.4,20,4.1,3.1,*,,,*,,,*,,,*,,,14,4,3,9,4.5,3.9,*,*,*
2023,Bronx Bridges High School,72X432,3,30,8,12,4.6,2.7,18,3.9,2.8,*,,,*,,,*,,,*,,,14,4.4,3.5,8,2.8,2,*,*,*
2020,Bronx Career and College Preparatory High School,72X479,2,24,9,15,7.7,3.1,9,7.2,3.5,*,*,*,*,,,8,7,4.1,*,*,*,8,6.2,2.6,6,8.2,2.8,*,*,*
2021,Bronx Career and College Preparatory High School,72X479,2,23,10,15,8.6,3.5,8,6.8,2.8,*,,,*,,,7,5.9,2.9,*,,,8,7.2,3.6,7,11.6,3.3,*,*,*
2022,Bronx Career and College Preparatory High School,72X479,2,22,8,13,8.5,4,9,7.4,3.4,*,,,*,,,6,6.8,3.4,*,,,7,8,4.7,7,10.3,3.6,*,*,*
2023,Bronx Career and College Preparatory High School,72X479,2,17,8,9,9.2,4.2,8,8.9,3,*,,,*,,,7,7.6,2.3,*,,,5,7.9,6,*,,,*,*,*
2020,Bronx Center for Science and Mathematics,72X260,4,31,7,12,9.7,5.4,19,6.9,4.9,*,*,*,*,,,*,,,*,*,*,6,6.2,4.2,18,8.3,5.7,*,*,*
2021,Bronx Center for Science and Mathematics,72X260,4,31,7,13,11.4,5.9,18,7.5,5.3,*,,,*,,,*,,,*,,,6,7.2,5.2,17,9,6.1,*,*,*
2022,Bronx Center for Science and Mathematics,72X260,4,30,4,13,14.3,6.2,17,8.4,6.3,*,,,*,,,*,,,*,,,6,7.7,5.8,15,9.5,6.8,*,*,*
2023,Bronx Center for Science and Mathematics,72X260,4,30,7,11,10.1,5.4,19,7,4.6,*,,,*,,,6,11.4,4.4,*,,,8,6.2,3.9,12,8.5,6,*,*,*
2020,Bronx Collaborative High School,72X351,3,47,11,17,5.9,2.7,30,7,2.2,*,*,*,*,,,*,,,*,*,*,13,3.6,2.3,21,9.6,2.6,*,*,*
2021,Bronx Collaborative High School,72X351,3,45,8,19,7.4,3.1,26,8.3,3.1,*,,,*,,,5,8.2,1.8,*,,,10,4.7,3.6,23,10.6,3.2,*,*,*
2022,Bronx Collaborative High School,72X351,2,46,9,19,8.6,3.4,27,7,3.2,*,,,*,,,5,8.5,2.5,*,,,11,7.1,3.8,24,8.4,3,*,*,*
2023,Bronx Collaborative High School,72X351,3,38,10,15,8.1,3.9,23,8.8,4.1,*,,,*,,,5,9.9,2.3,*,,,8,6.1,5.2,23,9.3,3.9,*,*,*
2020,Bronx Collegiate Academy,72X227,4,27,9,9,8.1,7,18,9.3,6.1,*,*,*,*,,,8,11.9,6.2,*,*,*,6,8,5.5,11,8.1,7.5,*,*,*
2021,Bronx Collegiate Academy,72X227,3,28,10,11,8.9,6.6,17,10.2,6.8,*,,,*,,,8,11.5,5.6,*,,,6,9,6.5,12,9.5,7.8,*,*,*
2022,Bronx Collegiate Academy,72X227,4,27,10,12,9.3,7,15,11.9,8.1,*,,,*,,,7,13.8,7,*,,,7,9,6.8,10,10.2,8.5,*,*,*
2023,Bronx Collegiate Academy,72X227,5,27,10,12,10,7.8,15,12.9,8.7,*,,,*,,,6,16.5,8,*,,,8,8.8,6.9,10,11.3,9.6,*,*,*
2020,Bronx Compass High School,72X561,3,31,9,12,11.2,2.9,19,8.8,2.3,*,*,*,*,,,10,16,2.2,*,*,*,9,9.1,3.1,8,5.9,2,*,*,*
2021,Bronx Compass High School,72X561,4,30,9,11,12.1,4,19,11.2,2.8,*,,,*,,,11,17.2,2.9,*,,,9,10.7,3.9,7,7.4,3,*,*,*
2022,Bronx Compass High School,72X561,4,30,9,13,11,4.2,17,12.5,2.9,*,,,*,,,11,18.2,3.9,*,,,12,9.3,3.2,6,7.1,3.3,*,*,*
2023,Bronx Compass High School,72X561,4,32,12,14,10.2,4.2,18,10.5,3.1,*,,,*,,,8,15.7,4.7,*,,,14,9.5,3.7,9,7.7,2.4,*,*,*
2020,Bronx Design and Construction Academy,72X522,3,39,14,20,10.7,3.6,19,9.6,2.9,*,*,*,*,,,15,13.4,4.4,*,*,*,6,12,4.3,13,5.8,2.3,*,*,*
2021,Bronx Design and Construction Academy,72X522,3,34,14,17,12.9,4.9,17,10,3.4,*,,,*,,,14,14,5.1,*,,,5,17.5,5.1,10,5.3,3.2,*,*,*
2022,Bronx Design and Construction Academy,72X522,3,29,17,14,15.6,6.1,15,10.4,4.3,*,,,*,,,12,15,6.3,*,,,8,12.3,5.1,6,7.4,3.9,*,*,*
2023,Bronx Design and Construction Academy,72X522,3,27,16,12,13.7,6.1,15,10.5,5.1,*,,,*,,,12,13.9,6.5,*,,,6,10.8,6.2,7,6.6,3.6,*,*,*
2020,Bronx Engineering and Technology Academy,72X213,3,30,6,17,14.8,6.1,13,11,4.9,*,*,*,*,,,13,13.8,5.5,*,*,*,5,14.5,6.9,8,13,4.6,*,*,*
2021,Bronx Engineering and Technology Academy,72X213,2,29,6,16,14.9,6.8,13,13.1,5.8,*,,,*,,,15,14.2,5.8,*,,,*,,,7,15.3,6.1,*,*,*
2022,Bronx Engineering and Technology Academy,72X213,3,29,9,17,15.6,7.5,12,12.9,6.3,*,,,*,,,14,13.8,6.3,*,,,5,17.3,10.6,7,16.3,7,*,*,*
2023,Bronx Engineering and Technology Academy,72X213,3,31,9,16,17.2,9,15,12.7,6.3,*,,,*,,,14,14.6,6.4,*,,,5,18.4,11.7,8,15.8,7.7,*,*,*
2020,Bronx Envision Academy,72X511,3,35,10,10,8.3,4,25,8.2,3.4,*,*,*,*,,,7,7.1,3.4,*,*,*,12,9.6,3.9,13,8,3.7,*,*,*
2021,Bronx Envision Academy,72X511,3,36,9,12,7.7,4,24,9.5,4.5,*,,,*,,,8,8,3.9,*,,,11,11.3,5.1,13,8.2,4.5,*,*,*
2022,Bronx Envision Academy,72X511,3,37,7,13,7.1,4.8,24,10.1,5.1,*,,,*,,,10,7,3.6,*,,,12,11.2,5.5,13,8.3,5.7,*,*,*
2023,Bronx Envision Academy,72X511,3,35,9,13,8.2,5.8,22,10.9,5.7,*,,,*,,,9,6.3,5.1,*,,,12,12.3,6.6,13,10.4,5.7,*,*,*
2020,Bronx Haven High School,72X381,2,15,2,9,6.2,3,6,6.9,3.6,*,*,*,*,,,*,,,*,*,*,6,5.1,1.8,5,6.7,5.1,*,*,*
2021,Bronx Haven High School,72X381,2,15,2,9,7.2,4,6,7.9,4.6,*,,,*,,,*,,,*,,,6,6.1,2.8,5,7.7,6,*,*,*
2022,Bronx Haven High School,72X381,2,13,3,*,,,*,,,*,,,*,,,*,,,*,,,*,,,5,13.8,5.8,*,*,*
2023,Bronx Haven High School,72X381,1,13,4,8,12.7,4.2,5,9.7,4.1,*,,,*,,,*,,,*,,,*,,,*,,,*,*,*
2020,Bronx Health Sciences High School,72X249,2,18,3,8,10.7,4.9,10,11.8,9.9,*,*,*,*,,,6,16.9,10,*,*,*,*,,,7,8.8,7,*,*,*
2021,Bronx Health Sciences High School,72X249,2,16,3,7,11.5,6.4,9,14.1,12,*,,,*,,,6,17.9,11,*,,,*,,,7,9.8,8,*,*,*
2022,Bronx Health Sciences High School,72X249,2,22,6,13,10.2,5.1,9,14.4,9.5,*,,,*,,,6,18.8,11.9,*,,,*,,,14,8.4,3.5,*,*,*
2023,Bronx Health Sciences High School,72X249,3,25,6,15,7.3,4.9,10,11.1,6.3,*,,,*,,,*,,,*,,,*,,,16,8,4,*,*,*
2020,Bronx High School for Law and Community Service,72X439,3,33,9,18,9.2,5.4,15,10.9,7.6,*,*,*,*,,,6,10.4,6.6,*,*,*,6,16.7,7.6,14,8.8,6.7,*,*,*
2021,Bronx High School for Law and Community Service,72X439,3,33,7,18,10.2,6.4,15,11.9,8.6,*,,,*,,,6,11.4,7.6,*,,,6,17.7,8.6,15,9.3,7.4,*,*,*
2022,Bronx High School for Law and Community Service,72X439,3,34,6,18,9.6,6.3,16,10.5,7.4,*,,,*,,,7,10.6,7.4,*,,,7,13.6,5.8,15,8.4,7.1,*,*,*
2023,Bronx High School for Law and Community Service,72X439,3,34,8,19,10,6.6,15,10.9,7.3,*,,,*,,,7,9.2,5.8,*,,,6,16.3,7.8,16,8.8,6.9,*,*,*
2020,Bronx High School for the Visual Arts,72X418,4,34,11,14,7.9,4.2,20,10.1,6,*,*,*,*,,,14,8.2,3.6,*,*,*,5,7.9,7.1,9,9.3,4.8,*,*,*
2021,Bronx High School for the Visual Arts,72X418,4,33,9,13,9.5,5.5,20,11.1,7,*,,,*,,,13,9.7,4.8,*,,,5,9,8.1,10,9.5,5.4,*,*,*
2022,Bronx High School for the Visual Arts,72X418,3,36,10,15,8.8,5.3,21,11.1,7.5,*,,,*,,,12,11.2,5.9,*,,,8,6.2,5.7,11,8.8,5.6,*,*,*
2023,Bronx High School for the Visual Arts,72X418,2,33,11,14,9.4,5.9,19,11.7,7.6,*,,,*,,,11,12,6.4,*,,,8,7.1,6.6,10,10.1,5.6,*,*,*
2020,Bronx High School for Writing and Communication Arts,72X253,3,22,7,8,11.6,5.9,14,10.5,5.4,*,*,*,*,,,10,11.8,6.2,*,*,*,*,,,8,11,6,*,*,*
2021,Bronx High School for Writing and Communication Arts,72X253,3,19,7,6,11.6,7.7,13,11.7,6.7,*,,,*,,,8,13.1,7.9,*,,,*,,,7,13.4,7.7,*,*,*
2022,Bronx High School for Writing and Communication Arts,72X253,2,18,9,6,14.2,8.1,12,14.1,7.4,*,,,*,,,8,15.6,8.3,*,,,*,,,7,15.1,7.8,*,*,*
2023,Bronx High School for Writing and Communication Arts,72X253,2,18,11,6,11.6,7.8,12,16.4,7.8,*,,,*,,,8,13.9,8.4,*,,,*,,,6,17.5,9,*,*,*
2020,Bronx High School of Business,72X412,3,29,9,12,8.4,5.4,17,9.1,4.5,*,*,*,*,,,8,16.2,9.2,*,*,*,8,6.6,2.4,12,6,3.9,*,*,*
2021,Bronx High School of Business,72X412,3,31,10,13,8.7,5.9,18,11.2,5,*,,,*,,,8,17.2,10.2,*,,,11,8.5,2.6,11,7.4,5.1,*,*,*
2022,Bronx High School of Business,72X412,4,30,11,11,10.9,7.6,19,9.7,4.9,*,,,*,,,8,18.1,11.1,*,,,10,6.8,3.4,11,8.3,4.9,*,*,*
2023,Bronx High School of Business,72X412,3,30,11,13,12.1,6.4,17,7.9,4.5,*,,,*,,,8,15.2,9.9,*,,,11,4.7,3,10,11.7,4.7,*,*,*
2020,Bronx International High School,72X377,2,14,2,6,14.5,8.6,8,13.2,6.2,*,*,*,*,,,5,19,7.8,*,*,*,*,,,*,,,*,*,*
2021,Bronx International High School,72X377,2,13,2,5,17.9,10.8,8,14.2,7.2,*,,,*,,,5,20,8.8,*,,,*,,,*,,,*,*,*
2022,Bronx International High School,72X377,2,12,2,*,,,*,,,*,,,*,,,5,15.6,8.3,*,,,*,,,*,,,*,*,*
2023,Bronx International High School,72X377,2,11,3,*,,,*,,,*,,,*,,,5,16.7,9.3,*,,,*,,,*,,,*,*,*
2020,Bronx Latin,72X267,4,47,11,20,7.7,3,27,6.7,4.4,*,*,*,*,,,10,12.7,5.5,*,*,*,16,7.7,4.8,18,4.5,2.6,*,*,*
2021,Bronx Latin,72X267,4,47,12,21,9.1,3.9,26,7.9,5.6,*,,,*,,,10,13.7,6.5,*,,,16,8.7,5.8,17,5.7,3.7,*,*,*
2022,Bronx Latin,72X267,4,51,9,23,9.9,4.3,28,7.6,5.4,*,,,*,,,10,14.7,7.5,*,,,18,8.7,5.8,19,5.9,3.4,*,*,*
2023,Bronx Latin,72X267,3,48,13,19,10,4.6,29,7.8,5.5,*,,,*,,,9,13.6,7,*,,,16,10.4,7.2,18,5.2,3.4,*,*,*
2020,Bronx Leadership Academy High School,72X525,3,42,18,13,6.3,3.9,29,5.1,3.8,*,*,*,7,4.4,3.9,14,5.1,3.3,*,*,*,9,8.4,5.5,9,4.8,3.9,*,*,*
2021,Bronx Leadership Academy High School,72X525,3,34,15,9,5.8,3.5,25,5.9,4.7,*,,,6,6,5.3,14,6.4,4.6,*,,,6,7.4,5.9,6,3.3,2.1,*,*,*
2022,Bronx Leadership Academy High School,72X525,3,32,12,7,6.3,5.6,25,7.7,6.2,*,,,*,,,12,6.6,6,*,,,7,8.9,6.3,6,7.9,6.4,*,*,*
2023,Bronx Leadership Academy High School,72X525,3,28,10,7,6.6,5.7,21,9.2,6.7,*,,,*,,,9,8.9,8.3,*,,,7,10,5.8,*,,,*,*,*
2020,Bronx Leadership Academy II High School,72X527,4,43,13,14,8.5,4.2,29,6.5,3.8,*,*,*,*,,,19,7.5,4.5,*,*,*,7,6.3,2.3,16,7.6,4.2,*,*,*
2021,Bronx Leadership Academy II High School,72X527,4,41,13,14,10.4,5.1,27,7.4,4.7,*,,,*,,,19,8.5,5,*,,,6,8.1,3.4,15,9,5.4,*,*,*
2022,Bronx Leadership Academy II High School,72X527,4,42,19,17,9.3,5,25,8.2,5.6,*,,,*,,,19,9.3,5.9,*,,,7,6.2,3.4,16,9,5.6,*,*,*
2023,Bronx Leadership Academy II High School,72X527,4,39,17,18,10.4,4.6,21,7.3,5.5,*,,,*,,,19,8.2,5.6,*,,,*,,,16,10.8,5.3,*,*,*
2020,Bronx Regional High School,72X480,2,12,5,6,17.1,9.2,6,11.2,5.3,*,*,*,*,,,*,,,*,*,*,*,,,*,,,*,*,*
2021,Bronx Regional High School,72X480,2,12,5,6,18.1,10.2,6,12.2,6.3,*,,,*,,,*,,,*,,,*,,,*,,,*,*,*
2022,Bronx Regional High School,72X480,2,11,5,6,19,11.1,5,12.8,4.7,*,,,*,,,*,,,*,,,*,,,*,,,*,*,*
2023,Bronx Regional High School,72X480,2,8,4,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,,,*,*,*
2020,Bronx River High School,72X349,3,35,11,13,6.8,2.7,22,8.4,2.7,*,*,*,*,,,*,,,*,*,*,9,9.3,1.9,19,8.5,3.4,*,*,*
2021,Bronx River High School,72X349,3,35,11,13,7.5,3.4,22,9.1,3.6,*,,,*,,,*,,,*,,,9,8.2,2.6,20,9.7,4.2,*,*,*
2022,Bronx River High School,72X349,3,35,11,13,6.3,3.3,22,9.5,4.1,*,,,*,,,5,1.4,1.4,*,,,10,8.4,3.1,17,10.6,4.9,*,*,*
2023,Bronx River High School,72X349,3,35,11,15,6.6,3.7,20,10.4,5.3,*,,,*,,,*,,,*,,,11,8.8,3.7,17,10.5,5.8,*,*,*
2020,"Bronx School for Law, Government and Justice",72X505,4,58,11,26,9.3,6.3,32,5.8,4,*,*,*,*,,,15,7.8,5.5,*,*,*,20,7,4.1,21,7.1,5.4,*,*,*
2021,"Bronx School for Law, Government and Justice",72X505,4,58,13,26,9.3,6.7,32,6.8,5,*,,,*,,,16,8.5,6.3,*,,,21,7.8,5.1,19,7.1,5.8,*,*,*
2022,"Bronx School for Law, Government and Justice",72X505,4,59,12,31,8.2,6.1,28,8.5,6.2,*,,,*,,,16,9.2,6.7,*,,,24,6.8,5.3,17,9,6.5,*,*,*
2023,"Bronx School for Law, Government and Justice",72X505,3,57,12,26,8.4,6.4,31,8,4.8,*,,,*,,,12,9.3,7,*,,,16,8.2,6.1,25,7.6,4.9,*,*,*
2020,Bronx School of Law and Finance,72X284,3,24,11,8,14.5,8.4,16,8.9,4.3,*,*,*,*,,,*,,,*,*,*,6,11,6.7,12,11.1,5.6,*,*,*
2021,Bronx School of Law and Finance,72X284,3,25,11,9,14.3,9,16,9.7,4.5,*,,,*,,,*,,,*,,,5,13,8,12,11.5,5.3,*,*,*
2022,Bronx School of Law and Finance,72X284,3,25,10,8,16.4,10.3,17,10.2,6.4,*,,,*,,,*,,,*,,,8,10,8.1,11,14,7.9,*,*,*
2023,Bronx School of Law and Finance,72X284,3,25,10,9,14.5,9.7,16,11,7.2,*,,,*,,,*,,,*,,,9,9.9,8.2,10,14.6,8.4,*,*,*
2020,Bronx Studio School for Writers and Artists,72X269,4,53,17,22,6.4,3.2,31,7,4,*,*,*,*,,,10,7.8,3.4,*,*,*,12,8.7,3.8,26,6.2,4,*,*,*
2021,Bronx Studio School for Writers and Artists,72X269,4,54,18,21,7.7,4.2,33,7,4.8,*,,,*,,,10,7.4,3.5,*,,,13,7.4,4.5,28,7.3,5,*,*,*
2022,Bronx Studio School for Writers and Artists,72X269,4,57,18,21,9,3.9,36,8,4.8,*,,,*,,,9,8.6,4.3,*,,,16,8.3,3.6,29,8.5,4.8,*,*,*
2023,Bronx Studio School for Writers and Artists,72X269,4,57,16,21,10.9,4.2,36,8.4,4.9,*,,,*,,,9,9.7,3.8,*,,,17,8.4,4.2,28,10.2,5.2,*,*,*
2020,Bronx Theatre High School,72X546,3,23,4,8,12.4,8.5,15,11.5,5.6,*,*,*,*,,,6,12.3,3.4,*,*,*,5,13.1,7.4,11,11.2,8,*,*,*
2021,Bronx Theatre High School,72X546,3,23,9,8,13.4,9.5,15,12.6,6.4,*,,,*,,,6,13.3,4.4,*,,,5,14.1,8.4,11,12.3,8.8,*,*,*
2022,Bronx Theatre High School,72X546,2,25,9,10,14.9,9.5,15,12.5,6.4,*,,,*,,,7,15.5,4.6,*,,,7,12.4,8.3,10,13.1,9.3,*,*,*
2023,Bronx Theatre High School,72X546,3,24,12,9,15.1,11.5,15,11.1,5.7,*,,,*,,,5,11.7,7.1,*,,,7,10.2,6.2,11,14.5,9.4,*,*,*
2020,Bronxdale High School,72X508,2,43,5,18,4.7,3.3,25,4.9,2.7,*,*,*,*,,,7,5.4,2.9,*,*,*,10,3.7,2.2,23,5.6,3.5,*,*,*
2021,Bronxdale High School,72X508,3,44,7,18,5.8,4.3,26,5.6,3.5,*,,,*,,,8,5.6,3.5,*,,,10,4.7,3.2,23,6.7,4.5,*,*,*
2022,Bronxdale High School,72X508,3,41,10,18,6.8,5.2,23,6.2,4.2,*,,,*,,,8,6.6,4.4,*,,,9,4.9,4,21,7.7,5.3,*,*,*
2023,Bronxdale High School,72X508,3,41,10,19,8.4,5.9,22,7.2,5,*,,,*,,,8,7.7,5.4,*,,,10,7.2,4.6,20,8.7,6.2,*,*,*
2020,Brooklyn Academy of Science and the Environment,73K547,1,21,7,9,11.7,8.9,12,11.1,6.6,*,*,*,*,,,6,14.3,8.6,*,*,*,*,,,10,12,8.6,*,*,*
2021,Brooklyn Academy of Science and the Environment,73K547,2,20,7,7,14.2,10.6,13,12.2,7,*,,,*,,,7,14.9,8.2,*,,,*,,,8,14.4,10.1,*,*,*
2022,Brooklyn Academy of Science and the Environment,73K547,2,19,8,8,14.3,11.2,11,13.9,9.1,*,,,*,,,6,16.2,10.5,*,,,*,,,10,13.3,9.9,*,*,*
2023,Brooklyn Academy of Science and the Environment,73K547,2,19,8,6,14.1,10,13,9.4,6.8,*,,,*,,,5,15.4,11.5,*,,,*,,,8,10.8,7.5,*,*,*
2020,Brooklyn Collaborative Studies,73K448,2,61,22,22,10,8.2,39,8.6,6.4,*,*,*,*,,,14,8.4,6.2,*,*,*,6,4.7,3.5,39,10.2,7.9,*,*,*
2021,Brooklyn Collaborative Studies,73K448,2,58,23,18,11.1,9.1,40,9.6,7.5,*,,,*,,,13,10.1,6.8,*,,,6,5.7,4.5,35,11.2,9.1,*,*,*
2022,Brooklyn Collaborative Studies,73K448,2,61,22,19,12.6,8.4,42,10.3,7.3,*,,,*,,,15,12.9,6.8,*,,,7,7.7,4,35,11.4,8.9,*,*,*
2023,Brooklyn Collaborative Studies,73K448,2,59,18,19,12.6,8.4,40,10.8,7.6,*,,,*,,,15,12.9,6.5,*,,,6,8.2,4.8,32,12.3,10,*,*,*
2020,Brooklyn Collegiate: A College Board School,73K493,3,21,7,10,7.7,4.9,11,10.6,4.7,*,*,*,*,,,10,11.7,5,*,*,*,*,,,7,8.8,5.8,*,*,*
2021,Brooklyn Collegiate: A College Board School,73K493,3,29,7,17,7.2,3.4,12,10.4,4.3,*,,,*,,,16,10.1,3.9,*,,,*,,,7,8,5,*,*,*
2022,Brooklyn Collegiate: A College Board School,73K493,3,30,13,18,7.3,4,12,8.4,4.4,*,,,*,,,15,8.4,4.4,*,,,*,,,6,10.1,6.6,*,*,*
2023,Brooklyn Collegiate: A College Board School,73K493,4,36,14,20,6.4,3.6,16,7.8,3.9,*,,,*,,,15,7,4.1,*,,,*,,,12,7.7,3.7,*,*,*
2020,Brooklyn Community Arts & Media High School (BCAM),73K412,3,39,6,12,7.2,5.9,27,8.4,4.5,*,*,*,5,6.4,4.8,14,9.2,6.2,*,*,*,*,,,15,6.5,4.5,*,*,*
2021,Brooklyn Community Arts & Media High School (BCAM),73K412,2,48,9,16,10.3,5.2,32,10.6,4.6,*,,,5,7.4,5.8,21,13.1,4.7,*,,,*,,,17,7.9,4.9,*,*,*
2022,Brooklyn Community Arts & Media High School (BCAM),73K412,2,50,10,19,10.5,5.2,31,11.6,5.4,*,,,6,7,5.7,23,13.6,5.1,*,,,*,,,16,8.9,5.7,*,*,*
2023,Brooklyn Community Arts & Media High School (BCAM),73K412,3,48,10,20,9.3,5.5,28,12.3,6.1,*,,,6,8,6.7,21,14.4,6.3,*,,,5,8.7,2.4,15,8.3,5.6,*,*,*
2020,Brooklyn Democracy Academy,73K643,1,13,3,*,,,*,,,*,*,*,*,,,7,7.4,1.2,*,*,*,*,,,*,,,*,*,*
2021,Brooklyn Democracy Academy,73K643,1,14,4,8,7.3,4.3,6,14.1,1.3,*,,,*,,,8,11.8,1.9,*,,,*,,,*,,,*,*,*
2022,Brooklyn Democracy Academy,73K643,1,15,6,7,8.4,5.5,8,13.6,1.7,*,,,*,,,9,12.6,2.2,*,,,*,,,*,,,*,*,*
2023,Brooklyn Democracy Academy,73K643,2,14,5,7,5.7,4.6,7,6.1,1.6,*,,,*,,,8,6.7,2.3,*,,,*,,,5,4.6,3.8,*,*,*
2020,Brooklyn Frontiers High School,76K423,3,23,2,14,8.5,5,9,3.9,2.7,*,*,*,*,,,6,4,2.8,*,*,*,*,,,13,8.2,5,*,*,*
2021,Brooklyn Frontiers High School,76K423,3,23,2,13,10.1,6.4,10,5.2,3.9,*,,,*,,,5,5.7,4.3,*,,,*,,,14,9.1,6,*,*,*
2022,Brooklyn Frontiers High School,76K423,3,23,3,12,11.2,7.1,11,5.3,4.1,*,,,*,,,*,,,*,,,*,,,14,9.4,6.2,*,*,*
2023,Brooklyn Frontiers High School,76K423,3,18,3,9,13.9,8.5,9,5.6,3.8,*,,,*,,,*,,,*,,,*,,,12,9.9,6.4,*,*,*
2020,Brooklyn High School for Law and Technology,76K498,3,39,7,22,7.9,5.1,17,9.7,5.9,*,*,*,*,,,14,11.2,6.8,*,*,*,5,7.9,4.5,15,6.9,4.9,*,*,*
2021,Brooklyn High School for Law and Technology,76K498,3,39,6,23,7.8,5.7,16,11.3,7.3,*,,,*,,,13,12.1,7.4,*,,,6,9.7,6.6,14,7.3,6,*,*,*
2022,Brooklyn High School for Law and Technology,76K498,3,38,7,23,8.7,6.4,15,12.8,8,*,,,*,,,12,13.7,8.1,*,,,6,10.6,7.6,15,8.6,6.3,*,*,*
2023,Brooklyn High School for Law and Technology,76K498,3,40,6,22,9.5,6.6,18,13.2,7.3,*,,,*,,,11,16.4,8.3,*,,,7,9.6,6.5,16,9.3,6.7,*,*,*
2020,Brooklyn High School for Leadership and Community,73K616,3,17,4,9,9.5,4.1,8,8.3,4.3,*,*,*,*,,,5,8.8,2.7,*,*,*,*,,,8,9.3,6.3,*,*,*
2021,Brooklyn High School for Leadership and Community,73K616,3,17,3,9,10.5,5.1,8,9.3,5.3,*,,,*,,,5,9.8,3.7,*,,,*,,,8,10.3,7.3,*,*,*
2022,Brooklyn High School for Leadership and Community,73K616,3,15,4,8,12.3,6.2,7,9.3,6.5,*,,,*,,,*,,,*,,,*,,,8,11.3,8.3,*,*,*
2023,Brooklyn High School for Leadership and Community,73K616,3,13,4,7,12.1,5.9,6,11.2,8.1,*,,,*,,,*,,,*,,,*,,,7,11.7,8.7,*,*,*
2020,Brooklyn High School of the Arts,76K656,5,68,12,27,9.3,5.1,41,7.9,5.2,*,*,*,*,,,19,13.3,6.6,*,*,*,7,4.9,4.4,36,7.5,5.2,*,*,*
2021,Brooklyn High School of the Arts,76K656,4,66,11,26,10,6.3,40,9.1,6.4,*,,,*,,,19,14.2,8.4,*,,,7,5.9,5.4,34,8.5,6.1,*,*,*
2022,Brooklyn High School of the Arts,76K656,5,66,11,26,11,7.3,40,10.1,7.2,*,,,5,5.5,3.5,19,15.2,9.3,*,,,7,6.9,6.3,34,9.5,6.9,*,*,*
2023,Brooklyn High School of the Arts,76K656,4,67,12,24,12.4,8,43,9.6,7,*,,,5,6.6,4.6,16,14.8,10.2,*,,,8,7,6.5,36,10.6,7.1,*,*,*
2020,Brooklyn Institute for Liberal Arts,73K745,4,32,11,11,3.2,3.2,21,3.7,2,*,*,*,*,,,9,7,3,*,*,*,*,,,18,2.5,2.5,*,*,*
2021,Brooklyn Institute for Liberal Arts,73K745,4,29,10,10,4.4,4.4,19,5,3.1,*,,,*,,,7,9.5,4.4,*,,,*,,,18,3.5,3.5,*,*,*
2022,Brooklyn Institute for Liberal Arts,73K745,4,37,10,18,2.7,2.7,19,3.7,2.3,*,,,*,,,11,4.9,2.7,*,,,*,,,21,2.9,2.9,*,*,*
2023,Brooklyn Institute for Liberal Arts,73K745,4,37,10,16,3.3,3.3,21,3.8,2.6,*,,,*,,,12,5.4,3.4,*,,,*,,,18,3.5,3.4,*,*,*
2020,Brooklyn Lab School,73K639,4,33,10,10,12.3,2.7,23,10.2,3.5,*,*,*,5,10.6,3,11,10.7,2.4,*,*,*,7,7.9,3.7,10,13.2,4.2,*,*,*
2021,Brooklyn Lab School,73K639,4,34,11,10,13.9,3.4,24,11.1,4.4,*,,,5,11.7,3.8,12,11.4,3.1,*,,,7,8.9,4.7,10,14.7,5,*,*,*
2022,Brooklyn Lab School,73K639,5,30,12,9,14.2,4.5,21,11.9,5,*,,,*,,,11,11.6,3.9,*,,,7,9.9,5.6,9,16.3,5.7,*,*,*
2023,Brooklyn Lab School,73K639,4,27,9,8,14.6,4.9,19,13.2,6,*,,,*,,,10,11.9,4.7,*,,,7,10.9,6.7,8,16,6.7,*,*,*
2020,Brooklyn Preparatory High School,73K439,2,24,3,11,12.9,9.2,13,9.4,9.1,*,*,*,*,,,*,,,*,*,*,*,,,18,12.4,10,*,*,*
2021,Brooklyn Preparatory High School,73K439,2,24,3,12,13.3,9.4,12,8.2,8.1,*,,,*,,,*,,,*,,,*,,,19,12,9.5,*,*,*
2022,Brooklyn Preparatory High School,73K439,2,24,4,12,13.6,10.2,12,9,8.1,*,,,5,7.2,5.4,*,,,*,,,*,,,17,13.4,10.8,*,*,*
