Year,School Name,School Type,Regents Exam,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Asian%,Black%,Hispanic%,White%
2022,Fordham Leadership Academy,General Academic,Living Environment,80,61.65,57.48,42.52,12.48,0.0,23.75,76.25,0.0
2020,Fordham Leadership Academy,General Academic,Living Environment,81,44.48,98.8,1.2,0.0,0.0,19.75,80.25,0.0
2022,Fordham Leadership Academy,General Academic,Common Core Algebra,81,58.78,61.75,38.25,2.45,0.0,23.46,76.54,0.0
2023,Fordham Leadership Academy,General Academic,Living Environment,84,58.85,60.7,39.3,7.16,0.0,23.81,76.19,0.0
2023,Fordham Leadership Academy,General Academic,Common Core Algebra,106,58.56,62.29,37.71,3.79,0.0,22.64,77.36,0.0
2020,Fordham Leadership Academy,General Academic,Common Core Algebra,122,57.95,67.18,32.82,3.29,0.0,21.31,78.69,0.0
2023,Fordham Leadership Academy,General Academic,Common Core English,141,67.05,33.32,66.68,24.09,0.0,21.99,78.01,0.0
2020,Fordham Leadership Academy,General Academic,Common Core English,147,57.9,58.51,41.49,12.22,0.0,23.13,76.87,0.0
2022,Fordham Leadership Academy,General Academic,Common Core English,179,65.67,39.07,60.93,30.75,0.0,20.67,79.33,0.0
2020,Forest Hills High School,General Academic,Living Environment,103,54.06,80.58,19.42,0.96,20.39,0.0,49.51,30.1
2020,Forest Hills High School,General Academic,Common Core Algebra,312,60.18,56.08,43.92,6.07,14.42,9.94,48.4,27.24
2022,Forest Hills High School,General Academic,Common Core Algebra,459,65.17,44.87,55.13,11.96,21.57,6.54,52.51,19.39
2022,Forest Hills High School,General Academic,Living Environment,505,72.31,28.11,71.89,34.06,25.94,3.96,50.1,20.0
2023,Forest Hills High School,General Academic,Common Core Algebra,591,65.23,44.51,55.49,15.55,24.37,5.58,49.58,20.47
2023,Forest Hills High School,General Academic,Living Environment,627,68.59,38.28,61.72,31.28,23.44,6.54,45.14,24.88
2020,Forest Hills High School,General Academic,Common Core English,687,81.11,14.54,85.46,68.43,24.89,8.15,35.08,31.88
2022,Forest Hills High School,General Academic,Common Core English,813,79.01,13.04,86.96,63.98,26.69,5.29,40.96,27.06
2023,Forest Hills High School,General Academic,Common Core English,992,78.45,15.64,84.36,55.66,23.89,6.96,42.94,26.21
2021,Fort Hamilton High School,General Academic,Common Core English,80,84.95,1.26,98.74,73.75,30.0,0.0,30.0,40.0
2020,Fort Hamilton High School,General Academic,Living Environment,240,49.13,84.12,15.88,1.25,20.0,0.0,45.83,34.17
2022,Fort Hamilton High School,General Academic,Common Core English,344,68.25,29.68,70.32,37.78,30.52,2.62,40.12,26.74
2022,Fort Hamilton High School,General Academic,Living Environment,602,72.21,25.42,74.58,35.7,30.9,3.16,32.56,33.39
2020,Fort Hamilton High School,General Academic,Common Core Algebra,610,57.27,65.56,34.44,3.61,16.39,3.93,46.56,33.11
2022,Fort Hamilton High School,General Academic,Common Core Algebra,617,67.68,38.26,61.74,21.4,29.5,3.24,33.71,33.55
2023,Fort Hamilton High School,General Academic,Living Environment,668,72.12,27.99,72.01,38.63,39.07,0.0,31.14,29.79
2023,Fort Hamilton High School,General Academic,Common Core Algebra,949,67.85,38.49,61.51,27.81,30.56,3.27,34.35,31.82
2023,Fort Hamilton High School,General Academic,Common Core English,1026,78.7,15.6,84.4,61.02,28.17,3.31,31.97,36.55
2020,Fort Hamilton High School,General Academic,Common Core English,1135,79.17,17.34,82.66,64.14,31.1,3.26,29.87,35.77
2020,Francis Lewis High School,General Academic,Common Core Algebra,55,71.83,25.46,74.54,45.44,63.64,0.0,36.36,0.0
2020,Francis Lewis High School,General Academic,Living Environment,69,55.41,69.58,30.42,5.78,37.68,0.0,47.83,14.49
2020,Francis Lewis High School,General Academic,Common Core English,279,65.39,41.93,58.07,30.1,64.87,0.0,24.37,10.75
2022,Francis Lewis High School,General Academic,Common Core Algebra,383,75.04,21.38,78.62,49.35,72.58,2.61,16.19,8.62
2023,Francis Lewis High School,General Academic,Common Core Algebra,550,76.73,16.37,83.63,50.15,64.0,4.0,21.82,10.18
2022,Francis Lewis High School,General Academic,Living Environment,616,80.08,11.67,88.33,62.33,68.02,3.57,17.53,10.88
2023,Francis Lewis High School,General Academic,Living Environment,754,75.5,20.79,79.21,47.76,58.89,3.05,28.12,9.95
2023,Francis Lewis High School,General Academic,Common Core English,1073,77.02,18.2,81.8,61.17,63.09,3.36,20.69,12.86
2022,Francis Lewis High School,General Academic,Common Core English,1078,76.95,16.7,83.3,57.82,62.62,3.9,19.76,13.73
2020,Frank McCourt High School,General Academic,Common Core Algebra,39,58.26,71.8,28.2,0.0,0.0,0.0,79.49,20.51
2022,Frank McCourt High School,General Academic,Common Core Algebra,68,68.31,29.38,70.62,17.66,0.0,13.24,61.76,25.0
2023,Frank McCourt High School,General Academic,Living Environment,69,69.95,31.88,68.12,30.42,0.0,20.29,53.62,26.09
2022,Frank McCourt High School,General Academic,Living Environment,72,69.29,30.53,69.47,20.84,0.0,12.5,59.72,27.78
2020,Frank McCourt High School,General Academic,Common Core English,74,82.36,5.38,94.62,74.35,0.0,0.0,64.86,35.14
2023,Frank McCourt High School,General Academic,Common Core Algebra,88,66.55,39.76,60.24,18.18,0.0,15.91,57.95,26.14
2023,Frank McCourt High School,General Academic,Common Core English,95,73.99,13.7,86.3,32.65,0.0,14.74,58.95,26.32
2023,Frank Sinatra School of the Arts High School,General Academic,Common Core Algebra,50,68.87,37.97,62.03,9.98,0.0,0.0,42.0,58.0
2023,Frank Sinatra School of the Arts High School,General Academic,Living Environment,82,75.33,17.11,82.93,47.6,8.54,15.85,36.59,39.02
2022,Frank Sinatra School of the Arts High School,General Academic,Common Core Algebra,86,70.92,32.58,67.46,27.9,17.44,13.95,37.21,31.4
2022,Frank Sinatra School of the Arts High School,General Academic,Living Environment,96,78.58,14.57,85.43,51.04,21.88,10.42,32.29,35.42
2023,Frank Sinatra School of the Arts High School,General Academic,Common Core English,174,89.54,0.0,100.0,90.81,15.52,9.2,28.16,47.13
2020,Frank Sinatra School of the Arts High School,General Academic,Common Core English,196,90.0,2.56,97.44,91.84,10.71,16.84,41.33,31.12
2021,Franklin Delano Roosevelt High School,General Academic,Common Core Algebra,38,70.18,26.31,73.69,31.57,52.63,0.0,23.68,23.68
2021,Franklin Delano Roosevelt High School,General Academic,Common Core English,45,68.84,26.66,73.34,28.88,44.44,0.0,40.0,15.56
2021,Franklin Delano Roosevelt High School,General Academic,Living Environment,49,75.47,24.5,75.5,48.94,38.78,0.0,34.69,26.53
2020,Franklin Delano Roosevelt High School,General Academic,Living Environment,216,52.15,80.13,19.87,0.0,35.19,0.0,45.37,19.44
2020,Franklin Delano Roosevelt High School,General Academic,Common Core Algebra,280,58.3,64.28,35.72,14.28,32.14,0.0,48.93,18.93
2022,Franklin Delano Roosevelt High School,General Academic,Living Environment,486,70.61,29.21,70.79,30.85,47.74,0.0,39.71,12.55
2023,Franklin Delano Roosevelt High School,General Academic,Living Environment,546,68.91,34.99,65.01,32.24,37.55,7.14,39.01,16.3
2022,Franklin Delano Roosevelt High School,General Academic,Common Core Algebra,691,65.75,43.26,56.74,24.34,40.96,6.66,36.9,15.48
2022,Franklin Delano Roosevelt High School,General Academic,Common Core English,750,63.76,37.74,62.26,27.99,33.33,10.27,39.87,16.53
2020,Franklin Delano Roosevelt High School,General Academic,Common Core English,878,65.81,37.14,62.86,35.1,40.21,9.79,32.12,17.88
2023,Franklin Delano Roosevelt High School,General Academic,Common Core Algebra,880,65.49,41.7,58.3,20.68,35.8,6.82,39.2,18.18
2023,Franklin Delano Roosevelt High School,General Academic,Common Core English,1016,64.83,39.57,60.43,30.03,36.61,7.48,37.4,18.5
2022,Frederick Douglass Academy,General Academic,Common Core English,27,52.3,77.8,22.2,7.4,0.0,100.0,0.0,0.0
2020,Frederick Douglass Academy,General Academic,Living Environment,31,55.04,70.96,29.04,0.0,0.0,77.42,22.58,0.0
2020,Frederick Douglass Academy,General Academic,Common Core Algebra,67,57.21,74.64,25.36,0.0,0.0,64.18,35.82,0.0
2022,Frederick Douglass Academy,General Academic,Common Core Algebra,151,52.92,86.1,13.9,0.68,0.0,64.24,35.76,0.0
2022,Frederick Douglass Academy,General Academic,Living Environment,153,57.17,66.66,33.34,4.58,0.0,60.78,35.29,3.92
2023,Frederick Douglass Academy,General Academic,Common Core English,154,65.67,37.0,63.0,15.59,0.0,63.64,31.82,4.55
2023,Frederick Douglass Academy,General Academic,Living Environment,161,51.05,75.78,24.22,4.37,0.0,55.28,44.72,0.0
2023,Frederick Douglass Academy,General Academic,Common Core Algebra,199,52.55,79.9,20.1,2.03,0.0,59.3,40.7,0.0
2020,Frederick Douglass Academy,General Academic,Common Core English,230,69.28,31.28,68.72,33.46,0.0,66.52,29.57,3.91
2022,Frederick Douglass Academy VI High School,General Academic,Common Core English,41,52.28,60.98,39.02,14.63,0.0,39.02,60.98,0.0
2020,Frederick Douglass Academy VI High School,General Academic,Living Environment,54,48.33,90.74,9.26,0.0,0.0,48.15,51.85,0.0
2022,Frederick Douglass Academy VI High School,General Academic,Living Environment,58,56.47,74.14,25.86,6.88,0.0,43.1,56.9,0.0
2020,Frederick Douglass Academy VI High School,General Academic,Common Core English,67,54.19,56.75,43.25,7.46,0.0,44.78,55.22,0.0
2022,Frederick Douglass Academy VI High School,General Academic,Common Core Algebra,71,51.85,80.26,19.74,0.0,0.0,43.66,56.34,0.0
2023,Frederick Douglass Academy VI High School,General Academic,Common Core English,71,59.09,43.67,56.33,23.95,0.0,47.89,52.11,0.0
2020,Frederick Douglass Academy VI High School,General Academic,Common Core Algebra,83,50.38,81.92,18.08,0.0,0.0,44.58,55.42,0.0
2023,Frederick Douglass Academy VI High School,General Academic,Living Environment,90,52.28,81.12,18.88,5.55,0.0,41.11,58.89,0.0
2023,Frederick Douglass Academy VI High School,General Academic,Common Core Algebra,133,59.65,60.15,39.85,3.02,0.0,48.87,51.13,0.0
2020,Frederick Douglass Academy VII High School,General Academic,Common Core English,29,69.7,31.0,69.0,31.0,0.0,100.0,0.0,0.0
2020,Frederick Douglass Academy VII High School,General Academic,Living Environment,38,52.9,76.3,23.7,0.0,0.0,100.0,0.0,0.0
2022,Frederick Douglass Academy VII High School,General Academic,Common Core English,38,73.1,21.1,78.9,39.5,0.0,100.0,0.0,0.0
2023,Frederick Douglass Academy VII High School,General Academic,Common Core English,42,71.4,23.8,76.2,38.1,0.0,100.0,0.0,0.0
2020,Frederick Douglass Academy VII High School,General Academic,Common Core Algebra,60,53.0,73.3,26.7,0.0,0.0,100.0,0.0,0.0
2022,Frederick Douglass Academy VII High School,General Academic,Living Environment,62,58.72,66.17,33.83,6.48,0.0,85.48,14.52,0.0
2022,Frederick Douglass Academy VII High School,General Academic,Common Core Algebra,63,52.24,82.52,17.48,1.57,0.0,87.3,12.7,0.0
2023,Frederick Douglass Academy VII High School,General Academic,Living Environment,68,53.84,72.07,27.93,5.89,0.0,73.53,26.47,0.0
2023,Frederick Douglass Academy VII High School,General Academic,Common Core Algebra,90,55.69,81.1,18.9,0.0,0.0,73.33,26.67,0.0
2020,Gaynor McCown Expeditionary Learning School,General Academic,Living Environment,12,44.9,100.0,0.0,0.0,0.0,0.0,0.0,100.0
2022,Gaynor McCown Expeditionary Learning School,General Academic,Common Core Algebra,80,69.76,17.51,82.5,25.01,15.0,0.0,22.5,62.5
2022,Gaynor McCown Expeditionary Learning School,General Academic,Living Environment,84,72.1,14.29,85.71,34.53,14.29,0.0,26.19,59.52
2020,Gaynor McCown Expeditionary Learning School,General Academic,Common Core English,96,79.07,18.8,81.3,66.67,0.0,0.0,33.33,66.67
2023,Gaynor McCown Expeditionary Learning School,General Academic,Common Core English,101,86.57,2.95,97.05,81.17,13.86,0.0,24.75,61.39
2023,Gaynor McCown Expeditionary Learning School,General Academic,Living Environment,112,74.17,25.91,74.09,41.09,16.07,6.25,32.14,45.54
2023,Gaynor McCown Expeditionary Learning School,General Academic,Common Core Algebra,119,65.21,46.21,53.79,12.64,13.45,9.24,31.93,45.38
2020,George Washington Carver High School for the Sciences,General Academic,Living Environment,30,52.0,80.0,20.0,3.3,0.0,100.0,0.0,0.0
2022,George Washington Carver High School for the Sciences,General Academic,Common Core English,36,70.48,27.75,72.25,38.88,16.67,66.67,16.67,0.0
2020,George Washington Carver High School for the Sciences,General Academic,Common Core English,51,70.1,25.53,74.47,37.28,0.0,82.35,17.65,0.0
2020,George Washington Carver High School for the Sciences,General Academic,Common Core Algebra,76,53.21,81.55,18.45,1.33,0.0,82.89,17.11,0.0
2022,George Washington Carver High School for the Sciences,General Academic,Common Core Algebra,76,59.35,57.91,42.09,1.33,0.0,73.68,26.32,0.0
2022,George Washington Carver High School for the Sciences,General Academic,Living Environment,87,64.39,50.6,49.4,18.37,9.2,70.11,20.69,0.0
2023,George Washington Carver High School for the Sciences,General Academic,Common Core English,103,64.23,37.88,62.12,30.1,13.59,62.14,24.27,0.0
2023,George Washington Carver High School for the Sciences,General Academic,Living Environment,142,54.28,72.52,27.48,5.63,9.86,71.83,18.31,0.0
2023,George Washington Carver High School for the Sciences,General Academic,Common Core Algebra,147,58.02,60.51,39.49,3.38,10.88,67.35,21.77,0.0
2020,George Westinghouse Career and Technical Education,Career Technical,Common Core English,47,56.9,57.46,42.54,10.67,0.0,80.85,19.15,0.0
2021,George Westinghouse Career and Technical Education,Career Technical,Common Core Algebra,51,55.16,64.71,35.29,1.98,0.0,70.59,29.41,0.0
2021,George Westinghouse Career and Technical Education,Career Technical,Common Core English,51,66.68,45.07,54.93,31.38,0.0,62.75,37.25,0.0
2021,George Westinghouse Career and Technical Education,Career Technical,Living Environment,56,53.66,67.84,32.16,7.12,0.0,62.5,37.5,0.0
2020,George Westinghouse Career and Technical Education,Career Technical,Common Core Algebra,61,52.65,80.32,19.68,0.0,0.0,72.13,27.87,0.0
2022,George Westinghouse Career and Technical Education,Career Technical,Living Environment,105,60.95,53.33,46.67,7.65,0.0,63.81,36.19,0.0
2022,George Westinghouse Career and Technical Education,Career Technical,Common Core Algebra,113,59.25,60.14,39.86,6.21,0.0,68.14,31.86,0.0
2023,George Westinghouse Career and Technical Education,Career Technical,Living Environment,133,58.25,65.42,34.58,12.79,0.0,75.94,24.06,0.0
2020,George Westinghouse Career and Technical Education,Career Technical,Living Environment,142,50.82,90.16,9.84,0.0,4.23,76.76,19.01,0.0
2022,George Westinghouse Career and Technical Education,Career Technical,Common Core English,142,63.68,41.55,58.45,14.05,4.93,67.61,27.46,0.0
2023,George Westinghouse Career and Technical Education,Career Technical,Common Core English,212,65.62,36.3,63.7,31.16,4.72,63.68,28.3,3.3
2023,George Westinghouse Career and Technical Education,Career Technical,Common Core Algebra,241,58.3,63.94,36.06,5.37,4.56,67.22,28.22,0.0
2022,Gotham Collaborative High School,General Academic,Living Environment,24,64.1,50.0,50.0,16.7,0.0,0.0,100.0,0.0
2022,Gotham Collaborative High School,General Academic,Common Core Algebra,46,54.28,78.26,21.78,2.19,0.0,34.78,65.22,0.0
2020,Gotham Collaborative High School,General Academic,Living Environment,54,48.19,90.73,9.27,0.0,0.0,35.19,64.81,0.0
2022,Gotham Collaborative High School,General Academic,Common Core English,69,61.46,50.72,49.28,24.64,0.0,44.93,55.07,0.0
2023,Gotham Collaborative High School,General Academic,Common Core English,91,67.22,37.37,62.63,25.26,7.69,37.36,54.95,0.0
2023,Gotham Collaborative High School,General Academic,Living Environment,94,59.15,58.49,41.51,6.42,0.0,30.85,69.15,0.0
2020,Gotham Collaborative High School,General Academic,Common Core English,140,61.62,45.01,54.99,22.86,6.43,34.29,59.29,0.0
2023,Gotham Collaborative High School,General Academic,Common Core Algebra,153,53.07,83.0,17.0,0.64,0.0,35.95,64.05,0.0
2020,Gotham Collaborative High School,General Academic,Common Core Algebra,199,48.4,89.93,10.07,0.99,11.06,30.65,58.29,0.0
2020,Gramercy Arts High School,General Academic,Living Environment,16,58.05,62.49,37.51,0.0,0.0,37.5,62.5,0.0
2022,Gramercy Arts High School,General Academic,Common Core English,47,79.35,10.66,89.38,55.32,12.77,34.04,53.19,0.0
2020,Gramercy Arts High School,General Academic,Common Core Algebra,76,58.81,67.13,32.87,0.0,0.0,42.11,57.89,0.0
2020,Gramercy Arts High School,General Academic,Common Core English,81,78.51,13.57,86.43,51.87,0.0,27.16,65.43,7.41
2023,Gramercy Arts High School,General Academic,Living Environment,82,68.07,40.22,59.78,26.83,0.0,36.59,46.34,17.07
2023,Gramercy Arts High School,General Academic,Common Core Algebra,105,66.96,37.12,62.88,9.53,0.0,40.0,48.57,11.43
2022,Gramercy Arts High School,General Academic,Common Core Algebra,126,65.71,42.05,57.95,5.54,0.0,28.57,64.29,7.14
2022,Gramercy Arts High School,General Academic,Living Environment,127,68.62,32.26,67.74,12.6,0.0,29.92,62.2,7.87
2023,Gramercy Arts High School,General Academic,Common Core English,240,74.43,20.86,79.14,32.08,0.0,30.0,58.75,11.25
2021,Gregorio Luperon High School for Science and Mathematics,General Academic,Common Core Algebra,11,72.7,9.1,90.9,18.2,0.0,0.0,100.0,0.0
2020,Gregorio Luperon High School for Science and Mathematics,General Academic,Living Environment,37,57.3,73.0,27.0,5.4,0.0,0.0,100.0,0.0
2022,Gregorio Luperon High School for Science and Mathematics,General Academic,Common Core English,48,73.5,22.9,77.1,43.8,0.0,0.0,100.0,0.0
2022,Gregorio Luperon High School for Science and Mathematics,General Academic,Living Environment,50,74.2,10.0,90.0,24.0,0.0,0.0,100.0,0.0
2022,Gregorio Luperon High School for Science and Mathematics,General Academic,Common Core Algebra,54,62.4,46.3,53.7,1.9,0.0,0.0,100.0,0.0
2020,Gregorio Luperon High School for Science and Mathematics,General Academic,Common Core Algebra,67,61.7,55.2,44.8,0.0,0.0,0.0,100.0,0.0
2020,Gregorio Luperon High School for Science and Mathematics,General Academic,Common Core English,89,68.9,37.1,62.9,37.1,0.0,0.0,100.0,0.0
2023,Gregorio Luperon High School for Science and Mathematics,General Academic,Living Environment,165,63.1,41.2,58.8,15.8,0.0,0.0,100.0,0.0
