School Name,Regents Exam,Year,Total Tested,Mean Score,Percent Scoring Below 65,Percent Scoring 65 or Above,Percent Scoring 80 or Above,Period,Asian_Percent,Black_Percent,Hispanic_Percent,White_Percent,School Type,School Level,latitude,longitude,formatted_address,ZIP Code,Neighborhood
Medgar Evers College Preparatory School,Common Core English,2022,220,79.29,9.99,90.02,60.01,COVID,0.0,92.73,7.27,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core English,2017,220,84.26,5.0,95.01,78.61,pre-COVID,0.0,92.73,7.27,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core Algebra,2020,224,70.0,28.99,71.01,22.31,COVID,0.0,93.3,6.7,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core Algebra,2019,232,70.93,24.11,75.89,26.68,pre-COVID,0.0,95.26,4.74,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core Algebra,2018,234,73.23,15.41,84.59,31.63,pre-COVID,0.0,95.73,4.27,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Living Environment,2018,235,76.9,12.34,87.66,45.07,pre-COVID,0.0,95.74,4.26,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core English,2018,240,83.0,6.65,93.35,72.94,pre-COVID,0.0,95.83,4.17,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core Algebra,2017,251,74.62,10.73,89.27,33.46,pre-COVID,0.0,94.42,5.58,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core English,2019,276,81.12,8.32,91.68,66.69,pre-COVID,0.0,94.93,5.07,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core Algebra,2022,285,70.51,26.0,74.0,25.23,COVID,0.0,89.82,10.18,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Living Environment,2023,286,68.62,34.3,65.7,20.62,COVID,2.45,91.96,5.59,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Living Environment,2022,295,72.42,22.37,77.63,34.59,COVID,0.0,90.17,9.83,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core Algebra,2023,298,71.34,22.82,77.18,19.82,COVID,2.01,92.28,5.7,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Medgar Evers College Preparatory School,Common Core English,2023,305,75.56,15.06,84.94,45.21,COVID,2.95,87.54,9.51,0.0,General Academic,High school,40.66679,-73.951823,1186 CARROLL STREET,11225,East Flatbush - Flatbush
Metropolitan Expeditionary Learning School,Common Core Algebra,2020,45,62.56,57.79,42.21,0.0,COVID,0.0,24.44,55.56,20.0,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core English,2022,101,80.02,10.87,89.13,60.43,COVID,26.73,11.88,47.52,13.86,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core English,2023,106,77.31,19.82,80.18,55.66,COVID,20.75,19.81,43.4,16.04,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Living Environment,2022,108,74.14,20.37,79.65,35.17,COVID,25.0,12.96,47.22,14.81,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core English,2019,109,81.14,11.02,88.98,61.47,pre-COVID,17.43,18.35,46.79,17.43,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Living Environment,2023,113,67.02,39.79,60.21,30.08,COVID,26.55,11.5,48.67,13.27,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core English,2017,113,79.46,13.27,86.73,59.29,pre-COVID,13.27,23.89,36.28,26.55,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core English,2018,114,80.66,10.54,89.46,65.8,pre-COVID,24.56,25.44,50.0,0.0,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Living Environment,2017,116,74.96,18.1,81.9,37.96,pre-COVID,12.93,19.83,50.0,17.24,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Living Environment,2019,119,75.18,16.0,84.0,44.55,pre-COVID,12.61,19.33,52.1,15.97,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Living Environment,2018,119,75.79,18.5,81.54,47.89,pre-COVID,18.49,23.53,40.34,17.65,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core Algebra,2023,162,63.86,47.54,52.46,13.58,COVID,29.63,8.64,49.38,12.35,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core Algebra,2018,204,63.91,44.6,55.4,10.28,pre-COVID,17.65,19.12,45.59,17.65,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core Algebra,2022,206,64.34,44.16,55.84,10.68,COVID,27.67,16.02,40.78,15.53,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core Algebra,2017,219,67.45,34.72,65.28,10.52,pre-COVID,16.44,21.0,41.55,21.0,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan Expeditionary Learning School,Common Core Algebra,2019,261,65.3,43.29,56.71,13.01,pre-COVID,20.69,16.86,46.74,15.71,General Academic,High school,40.708431,-73.855543,91-30 METROPOLITAN AVENUE,11375,Jamaica
Metropolitan High School,Common Core English,2021,16,59.5,50.0,50.0,18.8,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Living Environment,2022,34,55.93,64.68,35.32,2.91,COVID,0.0,32.35,67.65,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core Algebra,2022,35,51.2,88.6,11.4,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core English,2023,40,53.0,60.0,40.0,10.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Living Environment,2023,41,50.83,78.05,21.95,0.0,COVID,0.0,39.02,60.98,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core English,2022,43,49.6,67.4,32.6,4.7,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core Algebra,2023,49,49.8,93.9,6.1,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Living Environment,2020,70,47.63,88.57,11.43,0.0,COVID,0.0,28.57,71.43,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core Algebra,2020,76,55.39,73.69,26.31,0.0,COVID,0.0,28.95,71.05,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Living Environment,2018,83,62.08,59.02,40.98,1.23,pre-COVID,0.0,27.71,72.29,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core Algebra,2018,92,53.7,72.79,27.21,1.11,pre-COVID,0.0,26.09,73.91,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Living Environment,2019,102,53.68,62.71,37.29,0.0,pre-COVID,0.0,18.63,81.37,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core English,2017,109,54.08,50.47,49.53,19.28,pre-COVID,0.0,27.52,72.48,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core English,2018,114,55.18,50.87,49.13,13.19,pre-COVID,0.0,28.07,71.93,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core Algebra,2019,114,60.29,57.0,43.0,1.76,pre-COVID,0.0,19.3,80.7,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core Algebra,2017,126,58.02,62.68,37.32,3.14,pre-COVID,0.0,26.98,73.02,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core English,2020,136,57.75,52.95,47.05,16.88,COVID,0.0,25.0,75.0,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Common Core English,2019,136,58.64,47.07,52.93,14.72,pre-COVID,0.0,27.21,72.79,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Metropolitan High School,Living Environment,2017,173,55.06,77.48,22.52,1.17,pre-COVID,0.0,27.17,72.83,0.0,General Academic,High school,40.827539,-73.896925,1180 REV. J.A. POLITE AVE.,10459,Hunts Point - Mott Haven
Middle College High School at LaGuardia Community College,Common Core English,2021,51,83.3,5.9,94.1,74.5,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria
Middle College High School at LaGuardia Community College,Common Core English,2020,95,78.84,5.28,94.72,50.52,COVID,10.53,0.0,89.47,0.0,General Academic,High school,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria
Middle College High School at LaGuardia Community College,Common Core English,2017,162,72.0,17.3,82.71,36.46,pre-COVID,11.11,0.0,79.01,9.88,General Academic,High school,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria
Middle College High School at LaGuardia Community College,Common Core English,2018,163,74.67,14.77,85.23,42.92,pre-COVID,8.59,0.0,80.98,10.43,General Academic,High school,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria
Middle College High School at LaGuardia Community College,Common Core English,2019,163,77.94,7.34,92.66,52.11,pre-COVID,7.98,0.0,80.98,11.04,General Academic,High school,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria
Middle College High School at LaGuardia Community College,Common Core English,2023,167,83.69,5.98,94.02,72.42,COVID,10.78,0.0,80.24,8.98,General Academic,High school,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria
Middle College High School at LaGuardia Community College,Common Core English,2022,210,72.4,18.11,81.89,29.53,COVID,11.43,3.81,76.19,8.57,General Academic,High school,40.743253,-73.933316,45-35 VAN DAM STREET,11101,Long Island City - Astoria
Midwood High School,Common Core Algebra,2021,10,71.9,40.0,60.0,60.0,COVID,100.0,0.0,0.0,0.0,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Living Environment,2021,11,76.9,18.2,81.8,63.6,COVID,100.0,0.0,0.0,0.0,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core English,2022,69,62.87,43.49,56.51,23.17,COVID,17.39,57.97,24.64,0.0,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Living Environment,2020,222,60.76,58.09,41.91,9.48,COVID,25.23,55.86,18.92,0.0,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core Algebra,2020,253,63.04,43.06,56.94,8.71,COVID,18.58,57.31,24.11,0.0,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Living Environment,2022,524,77.98,16.22,83.78,59.16,COVID,44.85,18.7,12.79,23.66,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core Algebra,2022,539,73.59,24.5,75.5,46.35,COVID,37.66,25.23,13.91,23.19,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core Algebra,2019,574,72.2,29.42,70.58,36.93,pre-COVID,23.34,44.6,16.9,15.16,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core Algebra,2017,609,73.36,19.54,80.46,35.45,pre-COVID,24.96,42.69,12.15,20.2,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Living Environment,2023,632,70.08,34.66,65.34,31.15,COVID,37.34,29.27,16.77,16.61,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Living Environment,2017,637,75.62,19.77,80.23,48.34,pre-COVID,31.4,29.36,11.77,27.47,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Living Environment,2018,658,76.13,19.62,80.38,50.16,pre-COVID,32.98,31.91,12.77,22.34,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core Algebra,2023,734,68.61,32.72,67.28,25.35,COVID,31.61,33.11,19.48,15.8,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Living Environment,2019,765,77.3,17.49,82.51,52.3,pre-COVID,28.63,36.73,14.9,19.74,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core Algebra,2018,780,70.3,28.44,71.56,23.95,pre-COVID,27.56,40.64,15.64,16.15,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core English,2020,1058,84.26,9.01,90.99,74.69,COVID,33.93,30.72,14.37,20.98,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core English,2019,1141,83.6,8.08,91.92,71.15,pre-COVID,34.01,31.64,13.15,21.21,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core English,2018,1151,80.11,12.78,87.22,67.59,pre-COVID,33.54,30.58,13.03,22.85,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core English,2017,1202,81.38,9.75,90.25,71.56,pre-COVID,38.02,29.45,11.23,21.3,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Midwood High School,Common Core English,2023,1795,84.01,8.22,91.78,75.56,COVID,46.41,16.77,12.37,24.46,General Academic,High school,40.632829,-73.952356,2839 BEDFORD AVENUE,11210,East Flatbush - Flatbush
Millennium Art Academy,Living Environment,2020,36,56.79,63.88,36.12,0.0,COVID,0.0,30.56,69.44,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core English,2022,46,62.21,45.68,54.32,13.05,COVID,0.0,30.43,69.57,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Living Environment,2023,63,70.24,30.16,69.84,30.19,COVID,0.0,28.57,71.43,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core Algebra,2022,68,67.69,32.36,67.64,14.7,COVID,0.0,22.06,77.94,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core English,2020,78,73.2,24.37,75.63,46.2,COVID,0.0,33.33,66.67,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Living Environment,2019,81,69.44,33.36,66.64,25.91,pre-COVID,0.0,40.74,59.26,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Living Environment,2018,91,63.74,38.49,61.51,7.7,pre-COVID,0.0,28.57,71.43,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Living Environment,2017,99,65.53,40.39,59.61,7.03,pre-COVID,0.0,28.28,71.72,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core Algebra,2020,105,55.46,67.62,32.38,0.0,COVID,0.0,24.76,75.24,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core English,2023,128,71.34,26.56,73.44,40.61,COVID,0.0,30.47,69.53,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core English,2017,129,67.67,27.17,72.83,24.83,pre-COVID,0.0,33.33,66.67,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core English,2019,146,69.39,27.42,72.58,21.22,pre-COVID,0.0,32.88,67.12,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core Algebra,2023,157,57.1,61.19,38.81,8.28,COVID,0.0,29.3,70.7,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core Algebra,2017,196,60.49,56.66,43.34,1.55,pre-COVID,0.0,25.51,74.49,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core Algebra,2019,196,63.96,45.88,54.12,8.71,pre-COVID,0.0,30.61,69.39,0.0,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core English,2018,241,62.57,39.85,60.15,17.04,pre-COVID,0.0,28.63,68.46,2.9,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Millennium Art Academy,Common Core Algebra,2018,249,56.57,72.73,27.27,0.0,pre-COVID,0.0,29.72,67.07,3.21,General Academic,High school,40.821218,-73.85593,1980 LAFAYETTE AVENUE,10473,Pelham - Throgs Neck
Morris Academy for Collaborative Studies,Living Environment,2021,25,55.9,56.0,44.0,8.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core Algebra,2021,36,58.0,69.4,30.6,5.6,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Living Environment,2020,38,52.9,84.22,15.78,2.6,COVID,0.0,39.47,60.53,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core English,2021,44,75.4,18.2,81.8,43.2,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Living Environment,2023,53,67.7,26.4,73.6,20.8,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Living Environment,2022,79,71.02,21.52,78.48,29.11,COVID,0.0,24.05,75.95,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core English,2018,94,66.15,31.89,68.11,23.42,pre-COVID,0.0,34.04,65.96,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core Algebra,2020,101,60.68,52.48,47.52,1.99,COVID,0.0,32.67,67.33,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core English,2019,103,68.32,33.04,66.96,31.05,pre-COVID,0.0,26.21,73.79,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core English,2017,106,67.77,28.31,71.69,33.06,pre-COVID,0.0,24.53,75.47,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Living Environment,2017,109,61.37,50.5,49.57,7.37,pre-COVID,0.0,26.61,73.39,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Living Environment,2019,124,63.2,43.6,56.4,13.69,pre-COVID,0.0,31.45,68.55,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core English,2020,124,68.6,32.24,67.76,35.49,COVID,0.0,21.77,78.23,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core Algebra,2022,150,64.28,43.33,56.67,8.01,COVID,0.0,24.67,75.33,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Living Environment,2018,153,63.0,41.8,58.2,5.91,pre-COVID,0.0,24.84,75.16,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core Algebra,2019,173,63.75,45.64,54.36,7.52,pre-COVID,0.0,31.21,68.79,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core English,2022,179,72.84,21.25,78.75,38.55,COVID,0.0,22.91,77.09,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core English,2023,197,70.62,23.84,76.16,29.94,COVID,0.0,27.92,72.08,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core Algebra,2017,199,64.77,41.71,58.29,9.09,pre-COVID,0.0,29.65,70.35,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core Algebra,2023,206,64.73,43.21,56.79,14.53,COVID,0.0,29.61,70.39,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Morris Academy for Collaborative Studies,Common Core Algebra,2018,213,62.86,46.53,53.47,4.73,pre-COVID,0.0,27.23,72.77,0.0,General Academic,High school,40.827455,-73.90392,1110 BOSTON ROAD,10456,High Bridge - Morrisania
Mott Hall Bronx High School,Common Core Algebra,2020,45,54.77,84.44,15.56,0.0,COVID,0.0,37.78,62.22,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Living Environment,2020,48,52.32,81.22,18.77,2.1,COVID,0.0,25.0,75.0,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Living Environment,2022,53,63.8,49.1,50.9,13.2,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Common Core Algebra,2022,59,54.7,81.4,18.6,0.0,COVID,0.0,0.0,100.0,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Living Environment,2023,71,59.25,66.23,33.77,7.02,COVID,0.0,21.13,78.87,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Common Core English,2023,81,75.58,14.79,85.21,41.99,COVID,0.0,32.1,67.9,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Living Environment,2017,91,73.33,21.96,78.04,31.89,pre-COVID,0.0,28.57,71.43,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Common Core English,2020,94,76.33,12.73,87.27,47.89,COVID,0.0,26.6,73.4,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Common Core Algebra,2023,95,57.72,65.28,34.72,2.12,COVID,0.0,24.21,75.79,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
Mott Hall Bronx High School,Common Core Algebra,2017,95,65.82,40.04,59.96,15.8,pre-COVID,0.0,23.16,76.84,0.0,General Academic,High school,40.839508,-73.901774,1595 BATHGATE AVENUE,10457,Crotona - Tremont
