School Information,,,,Active Staff,,,Teachers,,,,,
DBN,Location Code,Location Name,Location Category,Leadership,Teachers,Other Staff,Male,,,Female,,
,,,,,,,Count,Average Years in Title,Average Years at School,Count,Average Years in Title,Average Years at School
27Q306,Q306,NEW YORK CITY ACADEMY FOR DISCOVERY,ELEMENTARY,2,32,13,*,,,*,,
27Q316,Q316,QUEENS EXPLORERS ELEMENTARY SCHOOL,ELEMENTARY,2,34,13,*,,,*,,
27Q317,Q317,WATERSIDE CHILDREN'S STUDIO SCHOOL,ELEMENTARY,3,45,15,5,11.9,8.0,40,11.6,7.5
27Q318,Q318,WATERSIDE SCHOOL FOR LEADERSHIP,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,19,7,*,,,*,,
27Q319,Q319,VILLAGE ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,36,6,10,8.2,4.5,26,4.0,2.7
27Q323,Q323,SCHOLARS' ACADEMY,SECONDARY SCHOOL,5,75,17,17,10.5,7.3,58,10.9,7.7
27Q333,Q333,GOLDIE MAPLE ACADEMY,K-8,2,29,9,*,,,*,,
27Q362,Q362,WAVE PREPARATORY ELEMENTARY SCHOOL,ELEMENTARY,2,39,17,*,,,*,,
27Q377,Q377,P.S. 377,ELEMENTARY,2,34,20,*,,,*,,
28Q008,Q008,J.H.S. 008 RICHARD S. GROSSLEY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,34,8,6,15.0,13.9,28,11.9,8.6
28Q040,Q040,P.S. 040 SAMUEL HUNTINGTON,ELEMENTARY,2,29,16,*,,,*,,
28Q048,Q048,DAVID N. DINKINS SCHOOL,ELEMENTARY,2,39,17,*,,,*,,
28Q050,Q050,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,ELEMENTARY,3,54,22,6,8.1,5.9,48,11.0,10.0
28Q054,Q054,P.S. 054 HILLSIDE,ELEMENTARY,2,40,17,*,,,*,,
28Q055,Q055,P.S. 055 MAURE,ELEMENTARY,2,42,16,7,17.9,12.9,35,14.8,10.6
28Q072,Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,24,12,9,15.7,10.5,15,16.5,12.3
28Q080,Q080,PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,ELEMENTARY,2,34,22,*,,,*,,
28Q082,Q082,P.S. 082 HAMMOND,ELEMENTARY,3,48,13,*,,,*,,
28Q086,Q086,P.S. Q086,ELEMENTARY,3,52,17,9,16.2,12.5,43,18.3,14.4
28Q099,Q099,P.S. 099 KEW GARDENS,ELEMENTARY,2,57,32,9,15.1,13.1,48,14.0,13.0
28Q101,Q101,P.S. 101 SCHOOL IN THE GARDENS,ELEMENTARY,3,43,16,7,14.7,14.7,36,10.9,8.1
28Q117,Q117,P.S. 117 J. KELD / BRIARWOOD SCHOOL,ELEMENTARY,2,62,24,*,,,*,,
28Q121,Q121,P.S. 121 QUEENS,ELEMENTARY,3,51,14,*,,,*,,
28Q139,Q139,P.S. 139 REGO PARK,ELEMENTARY,2,46,15,*,,,*,,
28Q140,Q140,P.S. 140 EDWARD K ELLINGTON,ELEMENTARY,2,36,10,*,,,*,,
28Q144,Q144,P.S. 144 COL JEROMUS REMSEN,ELEMENTARY,2,59,27,6,15.8,8.7,53,15.2,12.7
28Q157,Q157,J.H.S. 157 STEPHEN A. HALSEY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,107,31,15,11.3,8.5,92,8.9,7.3
28Q160,Q160,P.S. 160 WALTER FRANCIS BISHOP,ELEMENTARY,3,47,19,*,,,*,,
28Q161,Q161,P.S. 161 ARTHUR ASHE SCHOOL,ELEMENTARY,2,42,21,8,17.2,14.9,34,18.4,15.4
28Q167,Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,SECONDARY SCHOOL,3,70,13,23,5.6,4.0,47,7.4,5.4
28Q174,Q174,P.S. 174 WILLIAM SIDNEY MOUNT,ELEMENTARY,2,40,15,*,,,*,,
28Q175,Q175,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,ELEMENTARY,3,47,27,5,2.4,1.1,42,15.2,10.9
28Q182,Q182,P.S. 182 SAMANTHA SMITH,ELEMENTARY,3,56,24,6,7.9,7.4,50,16.3,13.4
28Q190,Q190,J.H.S. 190 RUSSELL SAGE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,64,16,19,15.4,11.8,45,10.6,8.6
28Q196,Q196,P.S. 196 GRAND CENTRAL PARKWAY,ELEMENTARY,3,55,19,*,,,*,,
28Q206,Q206,P.S. 206 THE HORACE HARDING SCHOOL,ELEMENTARY,2,40,16,*,,,*,,
28Q217,Q217,J.H.S. 217 ROBERT A. VAN WYCK,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,104,35,32,15.6,14.1,72,12.2,10.1
28Q220,Q220,P.S. 220 EDWARD MANDEL,ELEMENTARY,3,44,25,13,7.9,4.3,31,12.3,11.0
28Q287,Q287,THE EMERSON SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,33,6,10,6.5,4.4,23,9.6,4.2
28Q303,Q303,THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,ELEMENTARY,2,33,6,*,,,*,,
28Q312,Q312,JAMAICA CHILDREN'S SCHOOL,ELEMENTARY,2,24,5,*,,,*,,
28Q332,Q332,REDWOOD MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,23,6,5,10.7,4.8,18,10.7,3.9
28Q349,Q349,THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,ELEMENTARY,3,41,12,*,,,*,,
28Q354,Q354,THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,ELEMENTARY,2,41,23,*,,,*,,
28Q358,Q358,M.S. 358,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,27,12,7,6.4,4.2,20,6.6,3.6
29Q015,Q015,P.S. 015 JACKIE ROBINSON,ELEMENTARY,2,25,10,*,,,*,,
29Q033,Q033,P.S. 033 EDWARD M. FUNK,ELEMENTARY,3,62,16,7,11.0,10.0,55,16.8,12.6
29Q034,Q034,P.S. 034 JOHN HARVARD,ELEMENTARY,2,38,14,*,,,*,,
29Q035,Q035,P.S. 035 NATHANIEL WOODHULL,ELEMENTARY,3,47,19,5,12.1,8.4,42,12.9,9.6
29Q036,Q036,P.S. 036 SAINT ALBANS SCHOOL,ELEMENTARY,2,28,10,*,,,*,,
29Q037,Q037,CYNTHIA JENKINS SCHOOL,ELEMENTARY,2,26,12,*,,,*,,
29Q038,Q038,P.S. 038 ROSEDALE,ELEMENTARY,2,20,7,*,,,*,,
29Q052,Q052,P.S. 052 QUEENS,ELEMENTARY,2,30,14,*,,,*,,
29Q059,Q059,I.S. 059 SPRINGFIELD GARDENS,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,39,10,7,12.0,6.3,32,13.9,8.5
29Q095,Q095,P.S. 095 EASTWOOD,ELEMENTARY,3,85,23,15,17.6,14.9,70,14.5,12.5
29Q109,Q109,JEAN NUZZI INTERMEDIATE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,78,13,20,15.8,9.7,58,12.5,8.7
29Q116,Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,K-8,3,63,22,*,,,*,,
29Q118,Q118,P.S. 118 LORRAINE HANSBERRY,ELEMENTARY,2,36,13,*,,,*,,
29Q131,Q131,P.S. 131 ABIGAIL ADAMS,ELEMENTARY,4,48,15,7,18.4,12.6,41,11.3,8.6
29Q132,Q132,P.S. 132 RALPH BUNCHE,ELEMENTARY,2,28,11,5,11.7,6.0,23,13.0,11.0
29Q134,Q134,P.S. 134 HOLLIS,ELEMENTARY,2,29,9,*,,,*,,
29Q135,Q135,THE BELLAIRE SCHOOL,ELEMENTARY,4,64,25,6,14.8,11.5,58,16.1,14.0
29Q136,Q136,P.S. 136 ROY WILKINS,ELEMENTARY,2,38,14,*,,,*,,
29Q138,Q138,P.S./M.S. 138 SUNRISE,K-8,4,44,17,7,12.8,10.2,37,16.8,11.3
29Q147,Q147,P.S./M.S. 147 RONALD MCNAIR,K-8,2,44,16,8,12.8,8.7,36,12.8,9.1
29Q156,Q156,P.S. 156 LAURELTON,ELEMENTARY,2,15,7,*,,,*,,
29Q176,Q176,P.S. 176 CAMBRIA HEIGHTS,ELEMENTARY,2,42,11,*,,,*,,
29Q181,Q181,P.S. 181 BROOKFIELD,ELEMENTARY,2,34,16,*,,,*,,
29Q192,Q192,I.S. 192 THE LINDEN,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,33,14,9,14.2,10.7,24,13.0,10.3
29Q195,Q195,P.S. 195 WILLIAM HABERLE,ELEMENTARY,1,29,15,5,18.0,15.3,24,19.8,15.3
29Q208,Q208,P.S./I.S. 208,K-8,3,57,13,8,11.4,8.9,49,11.9,8.2
29Q238,Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,86,19,28,11.6,9.2,58,13.3,11.5
29Q251,Q251,P.S. 251 QUEENS,ELEMENTARY,2,26,8,6,9.7,4.8,20,13.5,10.2
29Q268,Q268,P.S./I.S. 268,K-8,1,51,14,7,10.2,6.9,44,11.5,7.6
29Q270,Q270,THE GORDON PARKS SCHOOL,K-8,3,49,19,7,14.5,7.7,42,14.2,9.0
29Q283,Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,SECONDARY SCHOOL,3,36,9,14,13.3,7.6,22,11.4,7.5
29Q289,Q289,QUEENS UNITED MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,15,4,*,,,*,,
29Q295,Q295,P.S./I.S. 295,K-8,2,45,15,6,16.5,7.0,39,12.4,7.5
29Q355,Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,28,7,7,13.4,6.6,21,7.4,3.5
29Q356,Q356,COMMUNITY VOICES MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,29,10,11,5.7,3.4,18,11.8,4.8
29Q360,Q360,P.S. 360,ELEMENTARY,2,20,5,*,,,*,,
30Q002,Q002,P.S. 002 ALFRED ZIMBERG,ELEMENTARY,3,42,18,*,,,*,,
30Q010,Q010,I.S. 010 HORACE GREELEY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,61,16,13,16.8,13.4,48,11.2,9.9
30Q011,Q011,P.S. 011 KATHRYN PHELAN,ELEMENTARY,4,60,28,*,,,*,,
30Q017,Q017,P.S. 017 HENRY DAVID THOREAU,ELEMENTARY,3,46,21,*,,,*,,
30Q069,Q069,P.S. 069 JACKSON HEIGHTS,ELEMENTARY,3,60,23,*,,,*,,
30Q070,Q070,P.S. 070,ELEMENTARY,4,60,21,5,7.7,6.9,55,16.4,15.3
30Q076,Q076,P.S. 076 WILLIAM HALLET,ELEMENTARY,2,55,27,9,14.6,12.7,46,13.1,10.8
30Q078,Q078,P.S./I.S. 78Q,K-8,3,50,8,8,9.3,8.2,42,9.3,8.5
30Q084,Q084,P.S. 084 STEINWAY,ELEMENTARY,1,23,7,*,,,*,,
30Q085,Q085,P.S. 085 JUDGE CHARLES VALLONE,ELEMENTARY,3,40,19,*,,,*,,
30Q092,Q092,P.S. 092 HARRY T. STEWART SR.,ELEMENTARY,3,68,25,11,14.5,10.3,57,16.0,13.9
30Q111,Q111,P.S. 111 JACOB BLACKWELL,K-8,2,40,18,6,11.7,8.2,34,10.9,7.8
30Q112,Q112,P.S. 112 DUTCH KILLS,ELEMENTARY,3,34,16,*,,,*,,
30Q122,Q122,P.S. 122 MAMIE FAY,K-8,3,70,19,7,15.1,14.2,63,14.1,11.9
30Q126,Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING AR,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,42,10,11,10.0,6.5,31,11.2,9.4
30Q127,Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,K-8,4,89,27,19,12.8,11.9,70,12.2,10.7
30Q141,Q141,I.S. 141 THE STEINWAY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,86,24,16,11.9,10.4,70,9.2,7.8
30Q145,Q145,I.S. 145 JOSEPH PULITZER,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,111,25,31,14.1,12.6,80,12.4,11.5
30Q148,Q148,P.S. 148 QUEENS,ELEMENTARY,3,62,34,*,,,*,,
30Q149,Q149,P.S. 149 CHRISTA MCAULIFFE,ELEMENTARY,4,63,17,*,,,*,,
30Q150,Q150,P.S. 150 QUEENS,ELEMENTARY,3,60,15,*,,,*,,
30Q151,Q151,P.S. 151 MARY D. CARTER,ELEMENTARY,3,33,20,*,,,*,,
30Q152,Q152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,ELEMENTARY,3,60,22,*,,,*,,
30Q166,Q166,P.S. 166 HENRY GRADSTEIN,ELEMENTARY,3,54,15,*,,,*,,
30Q171,Q171,P.S. 171 PETER G. VAN ALST,ELEMENTARY,1,43,15,6,7.1,7.0,37,12.1,11.1
30Q204,Q204,I.S. 204 OLIVER W. HOLMES,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,50,9,16,7.1,5.5,34,10.3,9.4
30Q212,Q212,P.S. 212,ELEMENTARY,2,57,25,5,15.3,5.3,52,13.8,10.8
30Q222,Q222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SC,EARLY CHILDHOOD,2,18,7,*,,,*,,
30Q227,Q227,I.S. 227 LOUIS ARMSTRONG,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,98,37,32,12.7,11.5,66,13.0,11.1
30Q228,Q228,THE IVAN LAFAYETTE EARLY CHILDHOOD SCHOOL OF THE A,EARLY CHILDHOOD,2,25,13,*,,,*,,
30Q230,Q230,I.S. 230,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,87,16,24,12.1,7.8,63,11.6,8.7
30Q234,Q234,P.S. 234,ELEMENTARY,3,31,24,5,16.1,7.2,26,12.3,9.1
30Q235,Q235,ACADEMY FOR NEW AMERICANS,JUNIOR HIGH-INTERMEDIATE-MIDDLE,1,8,2,*,,,*,,
30Q280,Q280,PS280Q: HOME OF THE LIONHEARTS,ELEMENTARY,3,39,7,*,,,*,,
30Q286,Q286,YOUNG WOMEN'S LEADERSHIP SCHOOL  ASTORIA,SECONDARY SCHOOL,2,42,10,13,7.0,5.5,29,8.0,4.7
30Q291,Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,34,9,12,6.3,4.4,22,7.8,3.9
30Q300,Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),K-8,2,31,12,8,10.7,4.6,23,5.6,3.2
30Q329,Q329,EAST ELMHURST COMMUNITY SCHOOL,ELEMENTARY,2,40,13,6,5.3,4.0,34,7.7,4.4
30Q361,Q361,THE WOODSIDE COMMUNITY SCHOOL,ELEMENTARY,2,37,11,*,,,*,,
30Q384,Q384,HUNTERS POINT ELEMENTARY SCHOOL,ELEMENTARY,1,17,6,*,,,*,,
30Q398,Q398,THE HECTOR FIGUEROA SCHOOL,ELEMENTARY,2,20,7,*,,,*,,
31R001,R001,P.S. 001 TOTTENVILLE,ELEMENTARY,2,33,17,*,,,*,,
31R002,R002,I.S. R002 GEORGE L. EGBERT,JUNIOR HIGH-INTERMEDIATE-MIDDLE,4,80,34,13,6.3,5.5,67,11.9,9.2
31R003,R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,ELEMENTARY,3,47,39,5,8.1,7.8,42,16.3,13.0
31R004,R004,P.S. 004 MAURICE WOLLIN,ELEMENTARY,3,92,40,*,,,*,,
31R005,R005,P.S. 005 HUGUENOT,ELEMENTARY,3,23,24,*,,,*,,
31R006,R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,ELEMENTARY,2,51,41,*,,,*,,
31R007,R007,I.S. 007 ELIAS BERNSTEIN,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,77,48,13,17.5,13.8,64,13.0,10.1
31R008,R008,P.S. 8 SHIRLEE SOLOMON,ELEMENTARY,3,30,32,5,13.7,7.9,25,13.2,9.9
31R009,R009,NAPLES STREET ELEMENTARY SCHOOL,ELEMENTARY,2,35,17,*,,,*,,
31R010,R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,ELEMENTARY,2,21,12,*,,,*,,
31R011,R011,P.S. 11 THOMAS DONGAN SCHOOL,ELEMENTARY,2,30,15,*,,,*,,
31R013,R013,P.S. 013 M. L. LINDEMEYER,ELEMENTARY,4,68,41,9,8.7,6.4,59,13.8,10.7
31R016,R016,P.S. 016 JOHN J. DRISCOLL,ELEMENTARY,3,44,27,*,,,*,,
31R018,R018,P.S. 018 JOHN G. WHITTIER,ELEMENTARY,2,40,25,*,,,*,,
31R019,R019,P.S. 019 THE CURTIS SCHOOL,ELEMENTARY,3,44,33,*,,,*,,
31R020,R020,P.S. 020 PORT RICHMOND,ELEMENTARY,2,41,15,*,,,*,,
31R021,R021,P.S. 21 MARGARET EMERY-ELM PARK,ELEMENTARY,3,40,20,*,,,*,,
31R022,R022,P.S. 022 GRANITEVILLE,ELEMENTARY,4,81,45,5,17.8,14.0,76,14.8,10.6
31R023,R023,P.S. 023 RICHMONDTOWN,ELEMENTARY,2,44,30,*,,,*,,
31R024,R024,I.S. 024 MYRA S. BARNES,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,107,67,21,15.5,12.4,86,13.8,12.0
31R026,R026,P.S. 026 THE CARTERET SCHOOL,ELEMENTARY,1,27,11,*,,,*,,
31R027,R027,I.S. 027 ANNING S. PRALL,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,82,30,20,16.3,13.3,62,12.3,8.7
31R028,R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,SECONDARY SCHOOL,2,43,7,16,6.0,2.7,27,8.8,3.5
31R029,R029,P.S. 029 BARDWELL,ELEMENTARY,3,43,31,8,14.0,10.4,35,13.2,11.5
31R030,R030,P.S. 030 WESTERLEIGH,ELEMENTARY,3,58,31,5,15.7,9.7,53,16.0,14.2
31R031,R031,P.S. 031 WILLIAM T. DAVIS,ELEMENTARY,2,43,30,*,,,*,,
31R032,R032,P.S. 032 THE GIFFORD SCHOOL,ELEMENTARY,3,48,34,*,,,*,,
31R034,R034,I.S. 034 TOTTENVILLE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,75,46,9,16.2,14.1,66,11.8,10.1
31R035,R035,P.S. 35 THE CLOVE VALLEY SCHOOL,ELEMENTARY,2,27,20,*,,,*,,
31R036,R036,P.S. 036 J. C. DRUMGOOLE,ELEMENTARY,3,60,49,6,13.5,8.5,54,12.0,8.3
31R038,R038,P.S. 038 GEORGE CROMWELL,ELEMENTARY,2,34,21,*,,,*,,
31R039,R039,P.S. 39 FRANCIS J. MURPHY JR.,ELEMENTARY,2,40,16,*,,,*,,
31R041,R041,THE STEPHANIE A. VIERNO SCHOOL,ELEMENTARY,3,50,23,*,,,*,,
31R042,R042,P.S. 042 ELTINGVILLE,ELEMENTARY,4,72,35,5,11.8,3.1,67,12.5,10.0
31R044,R044,P.S. 044 THOMAS C. BROWN,ELEMENTARY,3,55,36,5,17.7,12.6,50,15.3,12.4
31R045,R045,P.S. 045 JOHN TYLER,ELEMENTARY,3,62,29,*,,,*,,
31R046,R046,P.S. 046 ALBERT V. MANISCALCO,ELEMENTARY,2,26,18,*,,,*,,
31R048,R048,P.S. 048 WILLIAM G. WILCOX,K-8,3,68,47,8,13.1,6.0,60,13.7,7.9
31R049,R049,I.S. 49 BERTA A. DREYFUS,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,60,21,17,10.2,7.6,43,10.4,7.8
31R050,R050,P.S. 050 FRANK HANKINSON,ELEMENTARY,2,54,35,*,,,*,,
31R051,R051,I.S. 051 EDWIN MARKHAM,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,105,34,27,13.7,10.2,78,13.6,10.0
31R052,R052,P.S. 052 JOHN C. THOMPSON,ELEMENTARY,3,47,27,5,3.6,3.4,42,14.0,10.1
31R053,R053,THE BARBARA ESSELBORN SCHOOL,ELEMENTARY,3,57,39,*,,,*,,
31R054,R054,P.S. 054 CHARLES W. LENG,ELEMENTARY,2,61,33,*,,,*,,
31R055,R055,P.S. 055 HENRY M. BOEHM,ELEMENTARY,2,47,33,*,,,*,,
31R056,R056,P.S. 56 THE LOUIS DESARIO SCHOOL,ELEMENTARY,3,52,37,*,,,*,,
31R057,R057,P.S. 057 HUBERT H. HUMPHREY,ELEMENTARY,2,54,29,5,16.9,5.3,49,13.7,12.5
31R058,R058,SPACE SHUTTLE COLUMBIA SCHOOL,ELEMENTARY,3,57,51,*,,,*,,
31R059,R059,THE HARBOR VIEW SCHOOL,ELEMENTARY,2,27,13,*,,,*,,
31R060,R060,P.S. 060 ALICE AUSTEN,ELEMENTARY,3,60,29,*,,,*,,
31R061,R061,I.S. 061 WILLIAM A MORRIS,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,82,27,15,12.4,9.9,67,12.4,10.9
31R062,R062,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTA,ELEMENTARY,2,31,22,*,,,*,,
31R063,R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,35,8,*,,,*,,
31R065,R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,ELEMENTARY,2,33,31,*,,,*,,
31R068,R068,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,ELEMENTARY,1,35,22,*,,,*,,
31R069,R069,P.S. 069 DANIEL D. TOMPKINS,ELEMENTARY,5,104,43,7,11.9,7.8,97,11.2,8.9
31R072,R072,I.S. 072 ROCCO LAURIE,JUNIOR HIGH-INTERMEDIATE-MIDDLE,6,135,58,38,11.5,8.9,97,12.4,9.4
31R074,R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,ELEMENTARY,1,27,14,*,,,*,,
31R075,R075,I.S. 075 FRANK D. PAULO,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,125,55,27,11.1,9.6,98,11.9,9.8
31R078,R078,P.S. 78,ELEMENTARY,3,60,48,9,9.7,4.2,51,13.1,6.2
31R861,R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,K-8,3,67,47,10,14.0,9.6,57,12.8,7.9
32K045,K045,P.S./I.S. 045 HORACE E. GREENE,K-8,3,49,18,5,11.5,6.9,44,12.2,9.8
32K075,K075,P.S. 075 MAYDA CORTIELLA,ELEMENTARY,1,27,11,*,,,*,,
32K086,K086,P.S. 086 THE IRVINGTON,ELEMENTARY,2,40,17,*,,,*,,
32K106,K106,P.S. 106 EDWARD EVERETT HALE,ELEMENTARY,3,36,21,*,,,*,,
32K116,K116,P.S. 116 ELIZABETH L FARRELL,ELEMENTARY,2,31,20,*,,,*,,
32K123,K123,P.S. 123 SUYDAM,ELEMENTARY,3,46,17,*,,,*,,
32K145,K145,P.S. 145 ANDREW JACKSON,ELEMENTARY,3,51,22,*,,,*,,
32K151,K151,P.S. 151 LYNDON B. JOHNSON,ELEMENTARY,2,36,13,*,,,*,,
32K162,K162,J.H.S. 162 THE WILLOUGHBY,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,36,12,11,6.5,5.8,25,7.3,5.8
32K274,K274,P.S. 274 KOSCIUSKO,ELEMENTARY,2,27,12,*,,,*,,
32K291,K291,J.H.S. 291 ROLAND HAYES,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,35,7,12,9.1,5.7,23,14.6,13.1
32K299,K299,P.S. 299 THOMAS WARREN FIELD,ELEMENTARY,2,18,8,*,,,*,,
32K347,K347,I.S. 347 SCHOOL OF HUMANITIES,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,22,16,5,18.7,12.3,17,13.5,9.7
32K349,K349,I.S. 349 MATH  SCIENCE & TECH.,JUNIOR HIGH-INTERMEDIATE-MIDDLE,2,28,9,9,15.2,13.8,19,7.8,6.1
32K376,K376,P.S. 376,ELEMENTARY,3,36,13,*,,,*,,
32K377,K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,ELEMENTARY,1,17,14,*,,,*,,
32K383,K383,J.H.S. 383 PHILIPPA SCHUYLER,JUNIOR HIGH-INTERMEDIATE-MIDDLE,5,65,22,15,12.5,8.8,50,11.8,9.2
32K384,K384,P.S. /I.S. 384 FRANCES E. CARTER,K-8,3,43,20,6,17.3,14.4,37,11.9,10.0
32K562,K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,JUNIOR HIGH-INTERMEDIATE-MIDDLE,3,39,10,10,6.3,4.9,29,6.7,2.9
71M047,M047,47 THE AMERICAN SIGN LANGUAGE AND ENGLISH SECONDAR,HIGH SCHOOL,3,34,5,14,5.6,2.0,20,7.8,4.7
71M135,M135,THE URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,HIGH SCHOOL,3,25,4,9,6.4,4.1,16,8.3,3.0
71M139,M139,STEPHEN T. MATHER BUILDING ARTS & CRAFTSMANSHIP HI,HIGH SCHOOL,3,39,12,19,6.2,3.6,20,5.8,3.7
71M148,M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,SECONDARY SCHOOL,3,34,5,20,8.7,3.2,14,6.8,2.6
71M157,M157,THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,HIGH SCHOOL,3,24,7,13,4.8,3.2,11,5.7,2.3
71M211,M211,INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE,HIGH SCHOOL,3,37,13,16,8.9,3.8,21,8.5,3.3
71M280,M280,MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING,HIGH SCHOOL,3,37,5,12,7.2,4.3,25,5.3,2.5
71M282,M282,URBAN ASSEMBLY MAKER ACADEMY,HIGH SCHOOL,4,41,7,17,7.0,2.6,24,5.2,1.8
71M285,M285,HARLEM RENAISSANCE HIGH SCHOOL,HIGH SCHOOL,1,15,4,5,21.0,11.0,10,17.1,7.3
71M288,M288,FOOD AND FINANCE HIGH SCHOOL,HIGH SCHOOL,2,33,5,18,14.0,8.7,15,10.4,7.0
71M292,M292,ORCHARD COLLEGIATE ACADEMY,HIGH SCHOOL,2,26,6,13,11.4,6.2,13,6.5,3.4
71M294,M294,ESSEX STREET ACADEMY,HIGH SCHOOL,2,24,6,7,10.1,7.3,17,12.3,8.0
71M296,M296,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,HIGH SCHOOL,2,23,6,8,13.9,9.6,15,13.6,8.3
71M298,M298,PACE HIGH SCHOOL,HIGH SCHOOL,4,42,7,21,12.4,8.1,21,10.3,5.4
71M299,M299,THE MAXINE GREENE HS FOR IMAGINATIVE INQUIRY,HIGH SCHOOL,2,16,3,9,16.0,6.5,7,10.3,5.7
71M300,M300,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,HIGH SCHOOL,2,26,7,11,7.9,3.9,15,8.7,5.0
71M303,M303,FACING HISTORY SCHOOL  THE,HIGH SCHOOL,2,31,8,11,8.0,6.4,20,8.2,4.8
71M304,M304,MOTT HALL HIGH SCHOOL,HIGH SCHOOL,2,18,3,7,7.9,3.4,11,7.6,1.9
71M305,M305,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW  THE,HIGH SCHOOL,3,27,8,14,7.2,3.7,13,6.1,3.6
